transaction_id,hour,amount,hist_avg_amount,amount_ratio,account_age_days,n_tx_last_24h,distance_from_home_km,is_foreign,merchant_category,is_fraud
T701754,23,12.89,15.8,0.82,1831,4,11.7,0,grocery,0
T701755,17,13.56,14.56,0.93,1977,4,21.2,0,online,0
T701756,17,26.51,22.72,1.17,883,2,6.5,0,restaurant,0
T701757,2,16.43,32.29,0.51,1421,3,3.1,0,electronics,0
T701758,10,31.16,20.94,1.49,352,4,14.7,0,atm,0
T701759,1,10.89,28.4,0.38,2135,2,3.6,0,atm,0
T701760,13,123.22,18.83,6.54,2631,5,1.3,0,grocery,0
T701761,14,59.62,25.77,2.31,2751,2,2.2,0,grocery,0
T701762,3,19.37,22.44,0.86,1752,3,9.1,0,atm,0
T701763,4,38.14,39.92,0.96,625,3,4.4,0,restaurant,0
T701764,1,29.24,44.17,0.66,2899,4,12.7,0,grocery,0
T701765,2,4.18,15.42,0.27,1999,4,12.4,0,grocery,0
T701766,0,76.84,48.27,1.59,2545,3,6.7,0,atm,0
T701767,8,227.97,55.14,4.13,2108,3,4.3,0,travel,0
T701768,15,49.12,82.88,0.59,1492,3,2.4,0,restaurant,0
T701769,15,5.5,40.91,0.13,928,7,1.5,0,grocery,0
T701770,7,19.99,23.2,0.86,445,5,4.5,0,grocery,0
T701771,5,14.44,40.57,0.36,2306,3,4.8,0,electronics,0
T701772,6,45.88,61.42,0.75,589,3,1.1,0,grocery,0
T701773,12,121.67,28.82,4.22,762,0,0.9,0,grocery,0
T701774,20,58.98,31.14,1.89,1445,0,22.6,0,grocery,0
T701775,1,99.88,40.67,2.46,1028,1,3.3,0,fuel,0
T701776,22,29.48,69.77,0.42,1995,0,5.8,0,grocery,0
T701777,15,20.05,21.41,0.94,2956,4,22.1,0,grocery,0
T701778,9,5.48,23.14,0.24,2402,5,22.6,0,restaurant,0
T701779,4,9.75,39.3,0.25,402,2,4.3,0,online,0
T701780,9,65.09,53.73,1.21,426,3,1.3,0,restaurant,0
T701781,3,34.63,65.8,0.53,1313,1,2.6,0,restaurant,0
T701782,7,78.84,19.08,4.13,2783,2,13.6,0,grocery,0
T701783,15,25.36,24.93,1.02,1952,4,1.3,1,grocery,0
T701784,0,15.15,33.52,0.45,932,4,0.9,0,grocery,0
T701785,12,9.51,39.46,0.24,379,1,1.5,0,grocery,0
T701786,5,24.76,35.21,0.7,1946,0,0.7,0,grocery,0
T701787,9,45.75,27.91,1.64,2867,1,15.8,0,travel,0
T701788,18,36.07,31.75,1.14,1402,3,5.8,0,online,0
T701789,13,38.15,34.03,1.12,2461,2,7.3,0,electronics,0
T701790,10,19.74,40.74,0.48,2484,2,11.9,0,online,0
T701791,16,32.6,30.51,1.07,785,3,3.9,0,atm,0
T701792,16,24.03,18.0,1.34,2138,0,4.7,0,grocery,0
T701793,4,29.67,55.48,0.53,2859,3,4.8,0,fuel,0
T701794,12,34.25,25.18,1.36,297,3,16.1,0,grocery,0
T701795,13,103.09,19.77,5.21,561,1,27.9,0,restaurant,1
T701796,14,14.61,38.83,0.38,2807,1,4.7,0,grocery,0
T701797,2,6.64,24.37,0.27,629,6,1.9,0,online,0
T701798,22,30.59,25.1,1.22,1940,0,0.9,0,grocery,0
T701799,5,4.52,33.35,0.14,757,1,11.5,0,travel,0
T701800,10,30.46,7.88,3.87,1783,2,5.8,0,grocery,0
T701801,17,49.87,30.31,1.65,1988,2,10.6,0,atm,0
T701802,20,15.73,33.03,0.48,976,3,5.8,0,fuel,0
T701803,0,80.76,29.49,2.74,1029,2,18.9,0,online,1
T701804,6,6.01,41.81,0.14,1316,2,11.0,0,travel,0
T701805,12,7.44,12.59,0.59,2310,2,36.9,0,grocery,0
T701806,7,104.93,31.8,3.3,2582,4,2.5,0,travel,0
T701807,20,12.85,34.29,0.37,1275,7,4.8,0,online,0
T701808,10,80.88,21.32,3.79,1824,4,13.4,0,fuel,0
T701809,13,9.31,31.03,0.3,301,4,1.9,0,online,0
T701810,13,44.06,70.33,0.63,450,2,0.6,0,restaurant,0
T701811,3,119.71,47.76,2.51,2619,1,4.8,0,online,0
T701812,3,20.09,8.91,2.25,1557,4,0.6,1,restaurant,0
T701813,8,28.13,33.95,0.83,1864,2,2.4,0,grocery,0
T701814,13,78.35,41.12,1.91,1813,2,3.6,0,online,0
T701815,9,35.69,17.65,2.02,981,4,4.7,0,online,0
T701816,12,31.84,19.97,1.59,2840,6,0.5,0,online,0
T701817,9,176.06,13.8,12.76,1555,5,20.5,0,online,0
T701818,10,9.04,12.39,0.73,1865,3,9.8,0,grocery,0
T701819,6,25.76,37.5,0.69,1062,5,17.3,0,atm,0
T701820,18,74.52,39.32,1.9,1875,2,0.3,0,restaurant,1
T701821,16,5.79,90.01,0.06,1232,3,1.2,0,online,0
T701822,7,80.54,11.08,7.27,1591,4,0.2,0,grocery,0
T701823,20,38.36,28.72,1.34,2426,5,5.4,0,restaurant,0
T701824,18,4.19,16.66,0.25,685,4,19.6,0,grocery,0
T701825,15,15.6,39.93,0.39,2191,2,5.9,0,online,0
T701826,20,309.61,24.67,12.55,1877,6,9.9,0,restaurant,0
T701827,21,48.33,48.43,1.0,1324,1,1.3,0,fuel,0
T701828,15,52.84,36.16,1.46,2613,2,13.2,0,restaurant,0
T701829,14,6.92,18.92,0.37,529,3,7.8,0,online,0
T701830,11,5.59,13.94,0.4,1587,0,14.7,0,grocery,0
T701831,3,18.62,34.32,0.54,1470,3,10.2,0,grocery,0
T701832,9,32.75,22.92,1.43,52,3,0.7,0,atm,0
T701833,23,14.65,22.73,0.64,2567,3,2.8,0,electronics,0
T701834,17,29.75,19.46,1.53,595,6,0.9,1,online,0
T701835,3,10.84,27.81,0.39,840,6,4.2,0,restaurant,0
T701836,16,102.07,20.69,4.93,1525,0,4.0,0,restaurant,0
T701837,10,16.38,30.92,0.53,1830,2,7.7,0,travel,0
T701838,2,6.03,27.92,0.22,1982,5,13.8,0,grocery,0
T701839,10,42.5,42.92,0.99,899,7,2.5,0,fuel,0
T701840,7,397.58,19.76,20.12,147,5,0.9,0,grocery,1
T701841,9,18.86,36.53,0.52,2394,2,3.0,0,restaurant,0
T701842,23,54.91,27.45,2.0,561,4,4.8,0,grocery,0
T701843,12,48.73,37.55,1.3,2101,3,8.9,0,restaurant,0
T701844,9,95.49,29.91,3.19,86,3,12.8,0,grocery,0
T701845,4,79.64,26.51,3.0,2272,3,1.1,0,online,0
T701846,6,185.75,25.25,7.36,562,2,6.2,0,fuel,0
T701847,3,4.4,27.71,0.16,1832,2,4.2,1,grocery,0
T701848,1,13.7,50.11,0.27,754,7,0.4,0,online,0
T701849,16,14.02,40.28,0.35,1283,3,1.9,0,grocery,0
T701850,13,16.88,17.36,0.97,2878,4,3.1,0,electronics,0
T701851,4,9.65,34.7,0.28,1137,3,8.9,0,restaurant,0
T701852,11,195.0,21.88,8.91,1702,5,6.6,0,restaurant,1
T701853,18,52.12,32.13,1.62,2308,4,6.8,0,grocery,0
T701854,6,25.88,18.74,1.38,2030,1,1.5,1,atm,1
T701855,3,33.22,12.79,2.6,1200,3,2.6,0,travel,0
T701856,22,6.06,49.34,0.12,2430,2,5.1,0,grocery,0
T701857,16,8.79,17.33,0.51,2480,5,4.2,0,fuel,0
T701858,23,18.81,24.02,0.78,2422,5,8.5,0,electronics,0
T701859,6,10.04,21.91,0.46,1721,0,18.7,0,restaurant,0
T701860,9,16.52,42.18,0.39,1078,0,6.8,0,online,0
T701861,13,27.41,15.09,1.82,807,3,4.9,0,grocery,0
T701862,19,56.4,9.0,6.27,2243,2,7.1,0,grocery,0
T701863,21,59.6,42.65,1.4,2026,0,5.9,0,restaurant,0
T701864,7,13.47,14.91,0.9,2163,2,7.0,0,restaurant,0
T701865,22,1.8,37.82,0.05,2233,0,22.7,0,grocery,0
T701866,6,21.41,52.94,0.4,165,3,6.1,0,electronics,0
T701867,11,99.38,21.99,4.52,442,5,8.1,0,restaurant,0
T701868,10,60.89,24.45,2.49,534,4,8.8,0,grocery,0
T701869,19,56.83,20.22,2.81,177,2,12.6,0,fuel,0
T701870,12,174.64,35.21,4.96,69,2,0.8,0,online,0
T701871,11,21.74,22.13,0.98,585,5,5.4,0,grocery,0
T701872,17,4.38,15.3,0.29,380,3,0.1,0,electronics,0
T701873,14,9.52,37.45,0.25,1528,3,4.8,0,fuel,0
T701874,20,10.29,16.49,0.62,2412,1,8.1,0,atm,0
T701875,3,30.21,15.08,2.0,2199,7,4.2,0,atm,1
T701876,2,60.78,34.2,1.78,590,1,0.2,0,online,0
T701877,4,23.96,24.61,0.97,93,3,4.0,1,travel,1
T701878,13,106.77,27.47,3.89,1251,5,2.4,1,online,1
T701879,5,61.67,26.09,2.36,1844,2,3.9,0,atm,0
T701880,14,30.9,35.85,0.86,1329,2,1.2,0,grocery,0
T701881,17,46.65,92.13,0.51,1204,2,5.5,0,grocery,0
T701882,11,18.21,37.12,0.49,523,5,2.5,0,electronics,0
T701883,10,48.66,36.89,1.32,555,6,4.3,0,electronics,0
T701884,3,28.96,37.23,0.78,1378,6,11.3,0,restaurant,0
T701885,4,8.72,40.65,0.21,1647,4,7.8,0,electronics,0
T701886,10,11.04,14.42,0.77,2286,1,7.3,0,grocery,0
T701887,21,16.15,30.06,0.54,2495,4,16.7,0,grocery,0
T701888,10,147.53,104.03,1.42,2622,1,0.4,0,grocery,0
T701889,6,63.91,25.84,2.47,626,2,9.4,1,grocery,0
T701890,21,53.09,20.58,2.58,1952,3,2.2,1,electronics,0
T701891,11,6.21,47.13,0.13,1019,4,1.6,1,grocery,0
T701892,16,10.89,15.32,0.71,953,1,3.7,0,atm,0
T701893,6,33.35,48.48,0.69,253,8,3.2,0,electronics,0
T701894,14,9.42,33.08,0.28,2876,4,6.0,0,online,0
T701895,7,35.28,41.65,0.85,521,5,48.1,0,online,0
T701896,12,161.15,24.1,6.69,1896,3,4.6,0,atm,0
T701897,5,322.64,10.26,31.45,2182,1,11.1,0,atm,0
T701898,1,31.96,49.24,0.65,2948,9,10.7,0,grocery,0
T701899,16,180.95,31.6,5.73,1716,0,3.8,0,grocery,0
T701900,18,39.17,27.69,1.41,511,4,9.8,0,online,0
T701901,9,46.75,30.65,1.53,2965,3,2.3,0,travel,0
T701902,10,4.71,27.26,0.17,2100,5,0.9,0,electronics,0
T701903,12,22.88,25.48,0.9,2514,2,1.2,0,atm,0
T701904,4,37.85,58.27,0.65,2016,1,3.5,0,restaurant,0
T701905,9,15.53,27.82,0.56,747,2,5.1,0,atm,0
T701906,23,38.46,14.91,2.58,762,2,3.7,0,grocery,0
T701907,9,25.61,53.02,0.48,376,6,8.3,1,atm,1
T701908,16,21.15,23.54,0.9,602,3,0.3,0,electronics,0
T701909,15,54.2,31.36,1.73,2717,4,22.3,0,grocery,0
T701910,20,27.7,26.68,1.04,161,6,13.1,0,grocery,0
T701911,23,36.36,24.65,1.48,2682,3,17.7,0,grocery,0
T701912,2,29.46,33.64,0.88,1660,1,2.6,0,fuel,0
T701913,10,42.66,35.75,1.19,1420,2,1.9,0,grocery,0
T701914,3,37.51,17.56,2.14,1257,3,1.5,1,grocery,1
T701915,6,108.28,53.3,2.03,453,5,3.2,0,restaurant,0
T701916,16,20.63,24.55,0.84,1140,4,23.6,0,grocery,0
T701917,4,25.64,73.48,0.35,1404,4,2.3,0,atm,0
T701918,6,13.37,30.7,0.44,444,2,0.0,0,grocery,0
T701919,11,22.37,18.05,1.24,472,2,8.0,0,restaurant,0
T701920,7,72.76,35.44,2.05,2234,4,18.9,0,electronics,0
T701921,18,26.53,30.5,0.87,2264,4,5.2,0,travel,0
T701922,8,114.08,27.42,4.16,474,2,5.5,0,electronics,0
T701923,20,8.9,26.73,0.33,1201,5,6.8,0,grocery,0
T701924,13,228.72,16.88,13.55,2335,4,17.3,0,grocery,0
T701925,11,83.73,20.34,4.12,694,4,0.9,0,grocery,0
T701926,16,38.98,31.97,1.22,1877,2,2.6,0,atm,0
T701927,4,60.28,20.36,2.96,840,8,8.5,0,fuel,0
T701928,20,12.76,28.37,0.45,434,4,18.5,0,grocery,0
T701929,17,66.64,28.22,2.36,1788,3,5.6,0,travel,0
T701930,0,41.21,23.88,1.73,903,3,6.7,0,travel,0
T701931,6,137.94,23.45,5.88,1376,4,1.7,0,restaurant,0
T701932,20,9.06,34.17,0.27,1540,2,5.3,0,grocery,0
T701933,2,115.2,23.98,4.8,944,0,2.4,0,online,0
T701934,19,51.48,24.6,2.09,2205,4,12.0,0,atm,0
T701935,5,14.4,37.43,0.38,842,3,0.2,0,grocery,0
T701936,15,14.79,17.35,0.85,1398,3,8.4,0,atm,0
T701937,14,8.45,58.46,0.14,2508,4,7.9,0,grocery,0
T701938,22,39.26,12.75,3.08,296,6,8.9,1,electronics,0
T701939,9,81.14,16.39,4.95,1145,3,4.4,0,online,0
T701940,19,30.57,43.98,0.7,2041,0,0.0,0,fuel,0
T701941,18,135.79,58.81,2.31,919,2,11.6,0,atm,0
T701942,20,206.42,25.65,8.05,1326,3,12.8,0,restaurant,1
T701943,13,9.42,48.43,0.19,1308,4,28.1,0,fuel,0
T701944,9,11.39,21.74,0.52,172,2,10.3,0,fuel,0
T701945,8,20.76,38.73,0.54,2145,7,16.8,1,online,0
T701946,18,134.7,67.13,2.01,984,2,4.6,0,grocery,0
T701947,4,36.0,23.02,1.56,1038,3,6.1,1,restaurant,0
T701948,15,23.03,13.51,1.7,1418,2,8.0,0,fuel,0
T701949,20,30.69,37.6,0.82,2016,2,6.4,0,grocery,0
T701950,4,11.21,35.72,0.31,2900,4,2.4,1,grocery,0
T701951,4,3.4,23.13,0.15,1442,2,1.3,0,restaurant,0
T701952,1,17.93,34.7,0.52,1226,2,1.2,0,online,0
T701953,23,31.43,34.78,0.9,930,5,1.7,0,electronics,0
T701954,14,135.58,29.65,4.57,2166,3,11.7,0,grocery,0
T701955,11,66.11,21.24,3.11,1545,7,6.9,0,grocery,0
T701956,6,229.01,18.3,12.51,483,4,4.2,0,online,0
T701957,14,28.38,29.85,0.95,156,4,11.3,0,online,0
T701958,9,23.89,16.98,1.41,35,1,7.8,0,electronics,0
T701959,22,37.22,17.16,2.17,2410,3,6.1,0,fuel,0
T701960,3,82.9,26.11,3.18,1422,4,1.0,0,grocery,0
T701961,21,81.22,49.29,1.65,532,4,5.6,0,grocery,1
T701962,16,205.23,34.64,5.92,2337,5,6.0,0,grocery,0
T701963,9,54.16,24.52,2.21,485,1,6.4,0,atm,0
T701964,6,56.06,70.47,0.8,1075,4,7.7,0,online,0
T701965,22,13.22,26.42,0.5,1397,6,7.3,0,grocery,0
T701966,19,21.19,25.67,0.83,2709,1,8.4,0,restaurant,0
T701967,10,7.53,31.21,0.24,2357,3,48.8,0,fuel,0
T701968,10,32.99,31.67,1.04,2463,3,0.0,0,electronics,0
T701969,3,90.74,28.4,3.2,317,8,0.9,1,online,0
T701970,23,38.25,18.8,2.03,2938,3,8.7,0,grocery,0
T701971,2,63.53,40.52,1.57,2404,0,3.3,0,atm,0
T701972,20,22.98,22.43,1.02,962,3,3.5,0,fuel,0
T701973,16,61.4,56.02,1.1,320,1,12.1,0,grocery,0
T701974,12,94.34,98.24,0.96,2680,5,16.9,0,restaurant,0
T701975,12,45.54,30.5,1.49,1910,2,16.4,0,restaurant,0
T701976,7,9.72,54.72,0.18,2164,1,5.2,0,grocery,0
T701977,21,57.51,50.93,1.13,1740,5,13.1,0,fuel,0
T701978,17,35.48,30.19,1.18,2386,1,7.3,1,online,0
T701979,12,5.36,42.4,0.13,1852,4,2.2,0,grocery,0
T701980,13,25.89,114.19,0.23,1534,2,1.0,0,restaurant,0
T701981,18,76.46,36.91,2.07,2785,4,5.1,0,online,0
T701982,15,44.41,14.99,2.96,1996,4,5.9,0,grocery,0
T701983,23,35.47,33.49,1.06,267,5,2.4,0,online,0
T701984,3,16.5,57.13,0.29,2313,3,2.4,0,grocery,0
T701985,23,218.51,36.95,5.91,401,4,12.3,0,restaurant,0
T701986,22,190.53,17.75,10.73,2160,3,21.0,0,restaurant,0
T701987,1,243.38,10.98,22.17,606,3,3.1,0,travel,0
T701988,6,5.59,58.82,0.1,2801,3,12.7,0,restaurant,0
T701989,23,11.08,76.39,0.15,1952,3,17.3,0,fuel,0
T701990,23,57.39,21.31,2.69,1645,1,2.7,1,fuel,0
T701991,12,78.82,27.1,2.91,943,3,32.7,0,fuel,0
T701992,2,44.15,25.9,1.7,2850,7,5.4,0,fuel,0
T701993,9,19.66,32.81,0.6,2502,2,6.1,0,atm,0
T701994,3,13.65,19.54,0.7,380,3,7.9,0,atm,0
T701995,19,10.61,29.54,0.36,1854,3,14.1,0,online,0
T701996,6,11.89,12.29,0.97,1973,2,12.3,0,online,0
T701997,18,24.73,34.02,0.73,605,5,0.4,0,online,0
T701998,14,11.07,74.8,0.15,2387,5,6.6,0,restaurant,0
T701999,20,21.52,25.17,0.85,1027,2,13.3,0,travel,0
T702000,16,19.37,22.6,0.86,1015,5,0.2,0,grocery,0
T702001,14,48.12,29.45,1.63,1130,3,7.5,0,restaurant,0
T702002,8,10.8,26.89,0.4,1293,2,2.1,0,fuel,0
T702003,15,197.9,39.51,5.01,2245,5,4.0,0,electronics,0
T702004,5,10.31,15.86,0.65,387,3,2.4,0,electronics,0
T702005,15,20.39,23.62,0.86,1046,4,1.4,0,restaurant,0
T702006,2,9.37,26.31,0.36,1205,3,3.4,0,atm,0
T702007,21,123.3,31.04,3.97,2175,2,15.0,0,electronics,0
T702008,12,11.49,42.41,0.27,1193,0,9.1,0,restaurant,0
T702009,13,7.27,32.94,0.22,1631,3,3.6,1,online,0
T702010,12,102.78,48.53,2.12,68,4,3.4,1,atm,0
T702011,0,5.69,32.28,0.18,1154,6,3.2,0,fuel,0
T702012,18,7.89,41.95,0.19,85,4,7.2,0,atm,0
T702013,0,28.85,30.52,0.95,1074,4,17.0,0,online,0
T702014,7,49.98,18.69,2.67,2508,2,7.8,0,restaurant,0
T702015,8,26.51,43.23,0.61,1148,5,16.4,0,grocery,0
T702016,6,76.86,23.26,3.3,1439,3,1.6,0,fuel,0
T702017,0,58.8,36.37,1.62,1202,1,6.4,0,atm,0
T702018,11,23.26,36.92,0.63,978,4,18.3,0,grocery,0
T702019,1,25.22,20.46,1.23,31,4,19.4,0,atm,0
T702020,23,20.18,20.33,0.99,2104,6,6.8,0,atm,0
T702021,4,50.61,62.43,0.81,634,4,5.0,0,online,0
T702022,8,23.37,45.42,0.51,1469,2,16.8,0,fuel,0
T702023,0,73.02,20.78,3.51,783,2,3.5,0,travel,0
T702024,17,8.39,18.23,0.46,1685,3,11.0,0,online,0
T702025,12,44.0,96.62,0.46,66,4,8.5,0,online,0
T702026,19,34.44,20.03,1.72,590,1,0.3,0,restaurant,0
T702027,19,50.03,44.22,1.13,20,1,9.6,0,atm,0
T702028,22,107.66,32.59,3.3,1796,1,13.0,0,electronics,0
T702029,23,90.55,38.77,2.34,1754,1,5.6,0,restaurant,0
T702030,23,57.39,81.23,0.71,810,2,0.5,0,atm,0
T702031,17,95.49,43.14,2.21,2510,1,3.0,0,electronics,0
T702032,21,22.1,16.04,1.38,55,5,14.7,0,online,0
T702033,13,35.4,125.04,0.28,2056,4,6.2,0,restaurant,0
T702034,23,102.01,19.93,5.12,932,2,0.5,0,atm,1
T702035,15,5.11,37.24,0.14,1291,1,3.1,0,restaurant,0
T702036,4,110.7,50.6,2.19,505,0,5.7,0,electronics,0
T702037,12,18.78,33.23,0.57,1946,4,13.0,0,grocery,0
T702038,1,23.54,35.75,0.66,1276,7,3.1,0,travel,0
T702039,14,50.94,30.93,1.65,2386,3,10.2,0,online,0
T702040,7,56.53,41.5,1.36,1220,1,39.2,0,grocery,0
T702041,8,39.35,31.85,1.24,1863,3,1.1,0,electronics,0
T702042,17,30.38,51.89,0.59,1730,5,14.0,0,restaurant,0
T702043,1,41.59,25.13,1.65,1546,2,3.0,0,electronics,0
T702044,23,15.31,21.07,0.73,1102,4,9.5,0,online,0
T702045,6,3.57,27.71,0.13,487,2,5.8,0,grocery,0
T702046,17,20.91,51.22,0.41,2219,4,0.7,0,restaurant,0
T702047,3,33.18,26.56,1.25,1455,3,18.3,0,fuel,0
T702048,5,50.3,39.04,1.29,2349,1,3.4,0,fuel,0
T702049,7,7.47,32.6,0.23,899,2,18.9,0,electronics,1
T702050,16,29.04,30.95,0.94,417,5,7.0,0,electronics,0
T702051,14,50.91,40.91,1.24,2207,2,8.4,0,grocery,0
T702052,16,38.35,22.76,1.68,2098,1,11.5,1,online,0
T702053,11,8.8,25.41,0.35,2607,8,9.0,0,restaurant,0
T702054,22,21.66,23.17,0.93,142,2,2.3,0,travel,0
T702055,18,28.57,24.32,1.17,719,2,4.4,0,electronics,0
T702056,22,42.34,34.03,1.24,12,3,49.9,1,restaurant,0
T702057,23,17.39,25.28,0.69,1956,2,12.8,0,grocery,0
T702058,13,67.36,29.32,2.3,2923,3,8.9,1,electronics,0
T702059,7,139.56,47.48,2.94,1180,2,44.8,0,atm,0
T702060,17,16.5,30.15,0.55,2856,5,2.9,1,grocery,0
T702061,19,20.69,17.84,1.16,903,1,6.2,0,online,0
T702062,1,26.39,35.74,0.74,2727,6,0.3,0,atm,0
T702063,17,12.53,48.95,0.26,1495,3,4.6,0,grocery,0
T702064,18,12.69,78.89,0.16,715,4,9.0,0,atm,0
T702065,19,55.43,26.71,2.08,2868,2,11.0,0,restaurant,0
T702066,2,18.17,9.44,1.92,1664,3,18.2,0,online,0
T702067,20,26.69,84.41,0.32,1512,5,9.5,0,electronics,0
T702068,15,48.75,49.03,0.99,1833,4,6.6,0,electronics,0
T702069,17,26.11,16.22,1.61,2023,1,3.8,0,travel,0
T702070,20,11.04,20.81,0.53,719,6,12.9,0,restaurant,0
T702071,17,12.31,32.45,0.38,2216,2,4.1,0,grocery,0
T702072,3,190.99,93.9,2.03,2973,2,17.9,0,electronics,0
T702073,2,5.27,33.94,0.16,83,4,4.0,0,restaurant,0
T702074,5,8.5,64.12,0.13,453,3,2.1,0,online,0
T702075,13,16.41,13.77,1.19,2536,3,5.8,0,grocery,0
T702076,12,29.54,18.35,1.61,325,6,1.4,0,electronics,0
T702077,10,45.57,88.47,0.52,409,4,11.4,1,restaurant,0
T702078,11,31.79,22.98,1.38,1630,3,3.5,0,online,0
T702079,1,12.18,34.4,0.35,91,2,23.5,1,online,0
T702080,5,24.24,64.32,0.38,191,4,6.5,1,restaurant,0
T702081,11,11.28,20.8,0.54,1391,5,11.8,0,travel,0
T702082,21,79.64,10.62,7.5,2135,4,17.9,0,online,0
T702083,21,16.98,18.1,0.94,2031,4,31.0,0,restaurant,0
T702084,2,9.37,19.89,0.47,559,3,16.3,0,grocery,0
T702085,15,12.54,36.46,0.34,1591,6,8.4,0,restaurant,0
T702086,7,36.03,11.12,3.24,1562,0,0.9,0,electronics,0
T702087,3,23.82,47.61,0.5,101,1,25.3,0,electronics,0
T702088,2,74.99,17.83,4.21,751,2,4.3,0,restaurant,0
T702089,16,17.12,41.54,0.41,35,4,2.4,0,online,0
T702090,1,8.5,57.72,0.15,2262,3,5.8,0,electronics,0
T702091,12,132.27,18.65,7.09,511,2,13.4,0,restaurant,0
T702092,16,146.2,27.56,5.3,350,2,0.0,0,electronics,0
T702093,1,136.39,18.58,7.34,980,6,5.8,0,fuel,0
T702094,6,7.64,25.81,0.3,558,4,0.3,0,grocery,0
T702095,0,8.8,12.72,0.69,580,5,25.0,0,electronics,0
T702096,10,30.93,32.38,0.96,67,3,4.4,0,fuel,0
T702097,10,28.0,16.67,1.68,2566,4,15.3,0,restaurant,0
T702098,12,20.26,25.32,0.8,1904,2,7.7,0,online,0
T702099,14,135.52,48.96,2.77,136,4,11.1,0,online,0
T702100,4,36.5,25.54,1.43,2920,2,10.0,1,restaurant,0
T702101,20,5.16,32.4,0.16,2471,1,9.6,0,grocery,0
T702102,20,16.85,29.53,0.57,2742,3,1.3,0,online,0
T702103,3,101.57,33.89,3.0,1769,3,2.1,0,fuel,0
T702104,10,6.9,14.64,0.47,1831,4,0.6,0,restaurant,0
T702105,19,10.3,36.83,0.28,1425,1,9.1,0,online,0
T702106,18,132.74,53.36,2.49,1875,2,1.0,0,restaurant,0
T702107,4,94.63,38.92,2.43,299,2,17.2,0,grocery,0
T702108,7,95.57,38.53,2.48,476,2,23.3,0,travel,0
T702109,8,38.71,35.4,1.09,2991,5,8.5,0,travel,0
T702110,7,28.7,38.06,0.75,103,1,4.0,0,electronics,0
T702111,2,7.47,12.22,0.61,1266,1,3.0,0,online,0
T702112,12,11.02,20.08,0.55,2351,4,18.5,1,atm,0
T702113,9,42.8,31.56,1.36,510,0,22.7,0,online,0
T702114,3,73.13,23.4,3.13,2948,2,2.3,0,online,0
T702115,4,31.18,23.86,1.31,2744,1,18.1,0,grocery,0
T702116,6,51.94,52.83,0.98,1303,4,4.2,0,electronics,0
T702117,17,29.76,37.15,0.8,396,6,5.3,0,atm,0
T702118,7,7.22,36.12,0.2,2399,1,17.0,0,fuel,0
T702119,18,34.16,29.83,1.15,108,3,1.6,0,online,0
T702120,21,30.6,35.63,0.86,526,3,6.9,1,electronics,1
T702121,14,81.39,37.61,2.16,1594,1,4.6,0,grocery,0
T702122,0,83.88,17.16,4.89,713,2,3.1,1,travel,0
T702123,13,42.68,23.73,1.8,2958,1,7.5,1,online,0
T702124,9,11.08,38.85,0.29,1278,0,6.6,0,online,0
T702125,3,5.04,33.18,0.15,373,5,34.8,0,travel,0
T702126,3,52.56,39.84,1.32,964,1,15.2,0,restaurant,0
T702127,22,28.07,26.54,1.06,1704,5,1.4,0,grocery,0
T702128,13,3.96,36.04,0.11,1006,3,2.3,0,atm,0
T702129,23,16.44,92.15,0.18,1322,3,16.9,0,electronics,0
T702130,12,36.53,31.87,1.15,1405,2,3.7,0,online,0
T702131,11,9.44,15.4,0.61,1435,1,3.4,0,grocery,0
T702132,6,46.87,26.68,1.76,2106,3,6.2,0,travel,0
T702133,23,33.87,56.0,0.6,2418,3,7.3,0,grocery,0
T702134,21,11.97,69.34,0.17,723,2,1.0,0,travel,0
T702135,5,53.66,22.82,2.35,1980,1,2.3,0,online,0
T702136,7,23.39,20.11,1.16,350,1,7.0,0,electronics,0
T702137,0,12.44,16.67,0.75,382,1,21.7,0,grocery,0
T702138,10,56.83,14.07,4.04,2823,3,6.0,0,fuel,0
T702139,22,112.07,15.43,7.26,2626,2,0.0,0,travel,0
T702140,21,101.92,34.7,2.94,2590,3,16.5,0,grocery,0
T702141,1,98.76,21.08,4.69,111,1,0.7,0,restaurant,0
T702142,18,43.93,21.67,2.03,2442,3,3.0,0,online,0
T702143,4,11.05,31.47,0.35,369,5,6.1,0,fuel,0
T702144,21,72.76,34.45,2.11,2608,3,8.3,0,restaurant,0
T702145,0,128.45,66.09,1.94,83,4,2.0,0,restaurant,0
T702146,9,191.1,28.59,6.68,2072,2,0.5,1,restaurant,0
T702147,18,14.92,41.72,0.36,1353,2,6.0,0,atm,0
T702148,17,11.58,15.45,0.75,1478,1,9.4,0,restaurant,0
T702149,5,68.77,19.78,3.48,2296,6,22.5,0,restaurant,0
T702150,17,3.98,15.43,0.26,234,5,1.1,0,restaurant,0
T702151,6,18.75,17.07,1.1,2752,5,1.3,0,restaurant,0
T702152,11,18.87,32.28,0.58,2963,1,6.1,0,grocery,0
T702153,4,147.54,52.91,2.79,1657,2,2.1,0,restaurant,0
T702154,10,84.8,75.54,1.12,2537,0,3.2,0,restaurant,0
T702155,1,67.32,28.56,2.36,2502,1,9.8,0,online,0
T702156,0,51.58,19.9,2.59,1172,1,12.9,0,travel,1
T702157,21,27.65,17.84,1.55,2031,1,8.9,0,fuel,0
T702158,16,59.59,30.89,1.93,2332,4,21.6,0,atm,0
