applicant_id,credit_score,annual_income,loan_amount,loan_term_months,employment_length_yrs,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,interest_rate,default
A52091,716,24400.0,15500,48,9.1,0.304,0,MORTGAGE,debt_consolidation,8.34,0
A52092,660,25000.0,21400,48,5.6,0.488,0,OWN,home_improvement,11.19,0
A52093,796,57100.0,46100,12,5.0,0.385,0,RENT,credit_card,9.06,0
A52094,720,120600.0,79700,24,2.4,0.221,0,MORTGAGE,credit_card,5.66,0
A52095,537,54500.0,21400,36,3.0,0.468,0,RENT,debt_consolidation,14.46,1
A52096,733,63600.0,55400,48,7.0,0.538,0,RENT,small_business,9.25,0
A52097,568,33800.0,11000,48,13.1,0.236,0,RENT,home_improvement,11.06,0
A52098,573,49600.0,27500,60,11.1,0.461,0,OWN,credit_card,10.37,0
A52099,689,44800.0,25900,36,2.2,0.205,0,MORTGAGE,debt_consolidation,8.92,0
A52100,776,55600.0,9300,36,1.6,0.42,1,MORTGAGE,debt_consolidation,5.77,0
A52101,710,36800.0,5600,60,5.3,0.08,0,OWN,home_improvement,9.75,0
A52102,670,37400.0,24900,48,1.7,0.486,0,MORTGAGE,debt_consolidation,7.35,0
A52103,674,30600.0,16700,24,0.8,0.541,0,OWN,major_purchase,9.78,0
A52104,675,96300.0,78000,48,8.1,0.403,1,RENT,debt_consolidation,8.33,0
A52105,666,48900.0,23100,60,4.7,0.795,0,MORTGAGE,debt_consolidation,10.42,0
A52106,530,65700.0,47800,24,1.7,0.484,0,RENT,debt_consolidation,12.53,1
A52107,759,42900.0,27800,36,2.2,0.586,0,MORTGAGE,credit_card,8.16,0
A52108,505,116800.0,72800,24,13.5,0.527,0,RENT,small_business,14.39,1
A52109,652,80600.0,32800,24,4.3,0.446,0,OWN,credit_card,12.97,1
A52110,784,60700.0,12500,36,0.5,0.237,1,MORTGAGE,debt_consolidation,5.6,0
A52111,728,149400.0,76400,36,4.3,0.456,0,OWN,debt_consolidation,10.21,0
A52112,625,65200.0,30300,36,2.4,0.46,0,RENT,debt_consolidation,12.7,0
A52113,797,85300.0,33600,36,3.5,0.286,0,MORTGAGE,home_improvement,7.28,0
A52114,784,65300.0,41000,48,0.6,0.392,0,RENT,debt_consolidation,4.99,0
A52115,617,58300.0,50400,48,1.0,0.447,0,RENT,home_improvement,8.5,1
A52116,673,106400.0,31500,48,0.9,0.616,0,MORTGAGE,debt_consolidation,8.09,1
A52117,676,43200.0,21100,48,1.9,0.369,0,RENT,debt_consolidation,11.8,0
A52118,661,49500.0,7900,36,0.3,0.599,0,MORTGAGE,home_improvement,11.8,1
A52119,674,82300.0,32500,36,2.1,0.151,1,RENT,credit_card,10.6,0
A52120,690,49000.0,16400,60,4.2,0.422,0,RENT,medical,11.11,0
A52121,789,42700.0,14000,36,5.1,0.298,1,MORTGAGE,debt_consolidation,9.58,0
A52122,688,27700.0,4200,48,4.5,0.506,0,MORTGAGE,debt_consolidation,7.61,0
A52123,812,55300.0,29100,48,16.3,0.469,1,RENT,medical,9.18,0
A52124,644,57600.0,18000,36,1.8,0.137,1,MORTGAGE,debt_consolidation,10.41,1
A52125,663,221000.0,106300,12,15.0,0.396,0,RENT,small_business,11.04,0
A52126,831,28000.0,19200,12,1.2,0.792,0,RENT,major_purchase,6.78,0
A52127,537,68500.0,18100,48,7.4,0.373,0,RENT,debt_consolidation,11.09,1
A52128,632,31000.0,19300,24,11.7,0.352,0,RENT,debt_consolidation,12.12,0
A52129,637,68600.0,30000,12,11.9,0.385,0,RENT,debt_consolidation,11.59,0
A52130,708,35900.0,32100,60,10.7,0.726,0,RENT,credit_card,10.92,0
A52131,717,70500.0,42100,36,6.6,0.474,0,MORTGAGE,credit_card,7.46,1
A52132,588,41100.0,25600,60,5.3,0.496,0,MORTGAGE,debt_consolidation,14.1,0
A52133,701,30700.0,6700,12,2.5,0.21,1,MORTGAGE,debt_consolidation,9.65,0
A52134,572,100700.0,32500,24,1.4,0.367,1,RENT,debt_consolidation,11.05,1
A52135,550,50100.0,18400,12,0.1,0.486,0,RENT,debt_consolidation,12.06,1
A52136,707,60700.0,15200,12,13.9,0.582,0,RENT,debt_consolidation,8.25,0
A52137,801,44700.0,14600,60,0.8,0.388,1,RENT,small_business,7.1,0
A52138,727,64000.0,36300,36,2.6,0.228,0,OWN,major_purchase,9.05,0
A52139,632,77000.0,64300,24,3.1,0.604,0,RENT,small_business,10.25,1
A52140,635,21700.0,13600,36,1.9,0.283,1,RENT,home_improvement,13.0,1
A52141,687,59000.0,25600,12,1.9,0.388,0,MORTGAGE,debt_consolidation,12.27,1
A52142,538,24500.0,18400,24,2.4,0.649,0,RENT,credit_card,12.75,1
A52143,655,47500.0,39900,36,1.0,0.377,0,MORTGAGE,major_purchase,9.16,1
A52144,620,47700.0,7100,24,1.9,0.174,0,RENT,debt_consolidation,8.97,0
A52145,693,43400.0,33400,36,3.7,0.388,0,RENT,small_business,9.16,0
A52146,713,50200.0,24300,36,10.6,0.365,0,OWN,credit_card,11.64,0
A52147,568,69900.0,17600,36,3.9,0.439,0,MORTGAGE,debt_consolidation,13.26,0
A52148,708,66100.0,40300,60,,0.652,0,RENT,home_improvement,8.53,0
A52149,610,74200.0,42200,60,1.6,0.363,0,RENT,home_improvement,10.98,1
A52150,568,30700.0,14500,24,0.4,0.272,0,MORTGAGE,debt_consolidation,10.38,0
A52151,701,,23100,36,2.1,0.829,0,MORTGAGE,medical,8.3,0
A52152,696,26700.0,19200,24,11.4,0.376,0,OWN,debt_consolidation,7.03,1
A52153,668,68100.0,9200,12,5.8,0.224,0,RENT,medical,10.27,0
A52154,717,99600.0,22500,24,,0.848,1,RENT,debt_consolidation,8.27,0
A52155,736,55800.0,28700,48,11.6,0.346,0,MORTGAGE,debt_consolidation,7.3,0
A52156,730,22000.0,12800,24,1.4,0.718,0,RENT,credit_card,8.54,1
A52157,707,51400.0,6900,60,2.5,0.363,0,MORTGAGE,major_purchase,9.33,0
A52158,609,36200.0,9600,60,4.6,0.748,0,RENT,home_improvement,14.48,1
A52159,564,39100.0,29300,24,2.7,0.931,0,OWN,medical,12.53,1
A52160,538,58000.0,46500,12,3.4,0.71,0,OWN,home_improvement,14.02,1
A52161,731,39100.0,19500,60,5.7,0.363,0,MORTGAGE,credit_card,8.36,0
A52162,664,37700.0,27800,24,1.0,0.345,0,RENT,credit_card,10.88,1
A52163,752,41500.0,12700,36,2.5,0.462,1,RENT,debt_consolidation,8.25,0
A52164,695,124100.0,82100,60,4.7,0.741,0,MORTGAGE,debt_consolidation,10.41,0
A52165,634,76800.0,63300,12,1.7,0.363,0,RENT,debt_consolidation,12.62,1
A52166,642,93600.0,39800,12,1.5,0.56,2,MORTGAGE,credit_card,7.09,0
A52167,710,30200.0,3700,48,8.2,0.11,1,OWN,credit_card,10.07,0
A52168,665,29900.0,25500,36,10.7,0.576,1,RENT,credit_card,9.59,0
A52169,684,40200.0,30300,36,7.2,0.871,1,MORTGAGE,credit_card,7.53,1
A52170,773,104900.0,38600,36,3.1,0.193,0,OWN,debt_consolidation,7.86,0
A52171,595,28100.0,6000,36,,0.41,1,MORTGAGE,medical,11.6,1
A52172,695,30900.0,20200,36,1.1,0.397,0,RENT,small_business,10.62,0
A52173,704,19800.0,12400,36,7.3,0.223,0,MORTGAGE,debt_consolidation,8.35,0
A52174,677,46100.0,15000,60,3.5,0.265,1,RENT,home_improvement,9.68,0
A52175,710,73200.0,36500,48,6.9,0.321,0,MORTGAGE,credit_card,8.84,0
A52176,510,72800.0,43100,48,1.8,0.467,0,RENT,credit_card,11.3,0
A52177,723,15600.0,10100,60,1.8,0.674,1,MORTGAGE,small_business,6.21,0
A52178,679,26900.0,18100,24,2.9,0.305,0,MORTGAGE,debt_consolidation,8.18,0
A52179,698,45500.0,23200,48,0.2,0.336,0,RENT,medical,8.91,0
A52180,798,76800.0,12400,60,1.2,0.248,0,RENT,credit_card,9.35,0
A52181,665,58200.0,14500,36,1.8,0.467,0,RENT,credit_card,10.27,0
A52182,680,31500.0,27100,24,3.9,0.77,0,MORTGAGE,credit_card,12.01,1
A52183,651,64300.0,36500,36,1.2,0.32,1,MORTGAGE,debt_consolidation,9.71,0
A52184,553,83600.0,19500,60,4.1,0.427,0,MORTGAGE,home_improvement,13.99,1
A52185,579,31800.0,22600,24,18.1,0.584,1,RENT,debt_consolidation,14.85,1
A52186,607,42500.0,17600,24,3.1,0.19,0,RENT,debt_consolidation,11.16,0
A52187,671,86400.0,75400,48,11.7,0.555,0,MORTGAGE,debt_consolidation,10.65,0
A52188,671,96200.0,50700,36,15.1,0.577,3,MORTGAGE,debt_consolidation,9.44,0
A52189,696,22600.0,12800,36,2.5,0.514,1,OWN,credit_card,10.02,0
A52190,722,42900.0,11500,24,10.0,0.162,0,RENT,home_improvement,8.31,0
A52191,738,38100.0,12000,48,6.9,0.316,1,OWN,debt_consolidation,6.38,0
A52192,657,53900.0,20700,36,0.7,0.686,1,OWN,debt_consolidation,9.65,0
A52193,741,85200.0,55200,48,16.2,0.331,0,MORTGAGE,credit_card,6.0,0
A52194,640,28400.0,6900,12,10.3,0.418,0,MORTGAGE,major_purchase,8.51,0
A52195,661,22700.0,18600,48,5.4,0.561,0,OWN,medical,10.93,0
A52196,592,38400.0,21000,36,5.9,0.179,0,RENT,debt_consolidation,10.23,1
A52197,794,46300.0,33600,36,5.1,0.448,1,MORTGAGE,major_purchase,5.95,0
A52198,719,24500.0,7800,48,1.1,0.529,0,MORTGAGE,home_improvement,7.23,0
A52199,761,59900.0,32100,60,6.2,0.206,0,RENT,small_business,8.77,0
A52200,641,48000.0,39200,24,2.9,0.605,1,MORTGAGE,debt_consolidation,11.65,0
A52201,710,54500.0,45000,12,4.5,0.524,0,RENT,major_purchase,9.2,0
A52202,626,29700.0,15100,60,10.6,0.302,0,RENT,debt_consolidation,12.71,1
A52203,616,36200.0,11700,48,6.0,0.584,0,MORTGAGE,credit_card,13.43,0
A52204,700,40500.0,4500,12,,0.306,0,MORTGAGE,credit_card,9.52,0
A52205,638,36400.0,20100,48,0.3,0.79,0,RENT,credit_card,11.43,1
A52206,746,33200.0,14400,60,7.2,0.807,0,RENT,home_improvement,9.55,1
A52207,619,60900.0,28400,24,7.2,0.241,0,MORTGAGE,medical,10.77,0
A52208,535,75800.0,36500,36,0.2,0.18,0,RENT,debt_consolidation,8.86,1
A52209,709,31900.0,16300,60,1.4,0.205,0,RENT,home_improvement,8.52,0
A52210,711,26300.0,18800,48,0.2,0.311,0,RENT,debt_consolidation,7.85,0
A52211,611,46700.0,28300,12,18.4,0.709,0,MORTGAGE,debt_consolidation,11.2,0
A52212,795,72100.0,26100,12,2.8,0.294,0,RENT,credit_card,5.18,0
A52213,728,38300.0,9800,48,11.0,0.645,0,MORTGAGE,debt_consolidation,8.9,0
A52214,800,41500.0,27700,36,7.3,0.622,1,RENT,medical,7.18,0
A52215,702,72800.0,42700,12,0.4,0.588,1,OWN,major_purchase,11.07,0
A52216,583,41600.0,27200,36,4.6,0.458,0,MORTGAGE,medical,10.58,1
A52217,710,31300.0,18900,24,0.4,0.419,0,RENT,debt_consolidation,8.2,0
A52218,670,56900.0,9600,60,8.5,0.251,1,MORTGAGE,debt_consolidation,8.26,0
A52219,687,21300.0,2500,24,0.1,0.491,0,RENT,medical,13.53,0
A52220,710,41200.0,30600,24,11.6,0.435,0,MORTGAGE,debt_consolidation,8.21,0
A52221,679,75300.0,65100,60,2.5,0.317,0,OWN,debt_consolidation,8.61,0
A52222,658,79600.0,17400,12,1.1,0.253,0,MORTGAGE,medical,11.1,0
A52223,615,38900.0,18400,12,4.6,0.284,0,RENT,debt_consolidation,12.87,1
A52224,772,56500.0,32700,24,2.5,0.424,0,MORTGAGE,small_business,9.26,0
A52225,773,52000.0,6800,60,5.3,0.202,0,MORTGAGE,debt_consolidation,9.94,0
A52226,688,55600.0,8000,36,6.4,0.465,0,RENT,medical,11.32,1
A52227,681,46500.0,22400,36,4.0,0.444,1,OWN,debt_consolidation,9.59,0
A52228,672,40600.0,17400,36,1.1,0.313,1,MORTGAGE,debt_consolidation,9.02,0
A52229,673,72000.0,47700,36,1.2,0.733,1,MORTGAGE,debt_consolidation,9.3,1
A52230,520,33600.0,21200,24,0.7,0.35,0,MORTGAGE,credit_card,14.26,1
A52231,647,46100.0,7400,24,6.3,0.272,0,RENT,home_improvement,10.48,0
A52232,772,62000.0,33000,24,,0.314,1,RENT,home_improvement,6.03,0
A52233,702,45800.0,14200,36,0.0,0.191,0,MORTGAGE,debt_consolidation,10.9,0
A52234,765,160900.0,38300,36,2.6,0.57,0,MORTGAGE,debt_consolidation,8.82,0
A52235,651,100200.0,79200,48,0.6,0.686,1,MORTGAGE,credit_card,8.33,1
A52236,544,44200.0,32600,24,0.5,0.441,0,RENT,small_business,11.59,1
A52237,722,,13600,36,2.0,0.548,0,MORTGAGE,debt_consolidation,6.03,0
A52238,773,58000.0,44300,36,3.6,0.441,0,OWN,credit_card,5.86,0
A52239,723,15000.0,3800,12,7.3,0.174,0,RENT,credit_card,10.65,0
A52240,510,40800.0,22400,24,1.4,0.495,0,RENT,debt_consolidation,13.8,0
A52241,657,17100.0,6400,36,6.2,0.356,0,MORTGAGE,small_business,8.45,0
A52242,731,60700.0,14400,24,0.0,0.178,0,RENT,credit_card,12.2,0
A52243,579,44000.0,29200,36,3.6,0.605,2,RENT,debt_consolidation,13.67,1
A52244,650,127500.0,67300,24,9.8,0.343,0,MORTGAGE,debt_consolidation,7.32,0
A52245,617,40600.0,24100,24,1.5,0.809,0,RENT,credit_card,11.21,1
A52246,785,36900.0,8800,36,13.0,0.303,0,MORTGAGE,medical,9.04,0
A52247,585,32400.0,15000,24,7.7,0.441,0,MORTGAGE,debt_consolidation,12.61,1
A52248,709,122200.0,79800,36,8.2,0.566,0,RENT,major_purchase,7.02,0
A52249,517,51300.0,5700,48,1.4,0.057,0,OWN,credit_card,12.27,1
A52250,652,105900.0,48600,24,5.7,0.692,0,MORTGAGE,major_purchase,10.06,1
A52251,781,46300.0,28500,36,1.0,0.362,1,RENT,debt_consolidation,7.76,0
A52252,568,24200.0,10100,24,0.2,0.773,0,MORTGAGE,home_improvement,10.3,1
A52253,764,35100.0,30400,48,8.1,0.945,0,MORTGAGE,major_purchase,8.95,1
A52254,748,87300.0,27400,36,0.4,0.595,1,RENT,debt_consolidation,5.37,0
A52255,715,118200.0,18000,48,3.9,0.367,0,OWN,debt_consolidation,8.37,0
A52256,773,86000.0,28800,48,1.4,0.687,0,MORTGAGE,debt_consolidation,4.0,0
A52257,686,55100.0,16400,48,0.1,0.177,2,MORTGAGE,debt_consolidation,9.94,0
A52258,711,55000.0,29100,60,2.3,0.528,2,RENT,debt_consolidation,9.68,1
A52259,594,41600.0,18400,36,2.2,0.389,0,OWN,home_improvement,11.08,1
A52260,630,63800.0,13000,60,0.0,0.135,0,MORTGAGE,medical,13.25,0
A52261,714,61800.0,11700,48,0.2,0.073,0,MORTGAGE,home_improvement,9.97,0
A52262,562,27700.0,15400,36,15.8,0.639,1,RENT,home_improvement,14.07,1
A52263,711,36000.0,22900,12,0.5,0.457,0,RENT,credit_card,8.25,0
A52264,781,46500.0,23600,12,10.5,0.345,0,MORTGAGE,home_improvement,6.66,0
A52265,628,61600.0,37600,36,14.8,0.772,0,RENT,debt_consolidation,14.49,0
A52266,620,103200.0,15400,48,6.5,0.17,1,RENT,credit_card,12.29,0
A52267,710,116300.0,96700,36,5.3,0.472,0,RENT,debt_consolidation,7.83,1
A52268,731,72800.0,29000,60,2.5,0.205,0,MORTGAGE,credit_card,5.65,0
A52269,584,53700.0,12000,48,9.9,0.374,0,RENT,medical,12.68,0
A52270,658,55600.0,17300,24,3.4,0.176,1,OWN,credit_card,7.44,0
A52271,711,51500.0,26900,24,,0.267,0,RENT,major_purchase,6.79,0
A52272,680,122400.0,18800,24,31.0,0.379,0,RENT,debt_consolidation,8.69,0
A52273,714,44500.0,35900,36,1.3,0.681,0,RENT,major_purchase,9.49,0
A52274,696,54200.0,17200,12,1.8,0.419,0,MORTGAGE,home_improvement,11.78,0
A52275,705,56800.0,20000,48,5.9,0.669,0,RENT,home_improvement,12.36,0
A52276,664,88200.0,16000,60,1.2,0.436,0,MORTGAGE,major_purchase,12.18,0
A52277,781,49800.0,12500,24,1.6,0.129,2,RENT,home_improvement,8.14,0
A52278,662,63100.0,32200,12,3.3,0.477,0,RENT,medical,9.83,1
A52279,704,45400.0,25900,24,0.4,0.696,2,RENT,debt_consolidation,8.01,1
A52280,652,138400.0,29300,36,2.0,0.449,0,MORTGAGE,small_business,9.98,0
A52281,681,51700.0,9700,48,9.3,0.273,0,OWN,debt_consolidation,8.64,0
A52282,601,44200.0,36100,12,1.3,0.558,1,RENT,debt_consolidation,12.42,0
A52283,683,95000.0,10100,24,9.3,0.35,0,RENT,small_business,10.58,0
A52284,761,22100.0,15100,24,1.7,0.733,0,OWN,credit_card,5.35,0
A52285,658,100500.0,24100,12,0.8,0.366,0,MORTGAGE,credit_card,11.07,0
A52286,639,26800.0,16800,36,12.1,0.343,0,OWN,credit_card,11.01,0
A52287,604,64600.0,55800,24,5.1,0.282,0,OWN,debt_consolidation,11.9,0
A52288,586,87200.0,19500,36,7.8,0.41,0,RENT,debt_consolidation,11.35,0
A52289,623,30000.0,4200,24,0.1,0.218,1,MORTGAGE,credit_card,9.58,0
A52290,631,70200.0,31200,48,5.0,0.379,0,MORTGAGE,major_purchase,10.01,0
A52291,700,38700.0,33400,48,9.8,0.559,0,OWN,credit_card,10.51,0
A52292,686,50900.0,5800,48,26.3,0.382,0,MORTGAGE,debt_consolidation,9.42,0
A52293,568,55700.0,40900,36,2.8,0.681,0,MORTGAGE,credit_card,11.72,1
A52294,770,39600.0,13600,48,9.4,0.385,0,MORTGAGE,debt_consolidation,8.57,0
A52295,624,37100.0,31000,36,0.5,0.573,0,MORTGAGE,home_improvement,12.18,1
A52296,710,44300.0,17300,24,10.2,0.509,1,MORTGAGE,major_purchase,10.28,0
A52297,557,79600.0,46300,36,2.3,0.538,1,OWN,debt_consolidation,11.6,1
A52298,571,39500.0,31300,12,0.3,0.658,2,OWN,debt_consolidation,10.9,1
A52299,746,97800.0,29700,24,4.0,0.454,0,MORTGAGE,debt_consolidation,8.72,0
A52300,710,207800.0,77900,36,7.6,0.26,0,MORTGAGE,small_business,8.59,0
A52301,681,53600.0,7200,24,2.7,0.646,0,MORTGAGE,small_business,10.65,0
A52302,760,80300.0,52800,24,15.1,0.797,0,MORTGAGE,small_business,7.92,0
A52303,731,78800.0,53100,36,6.3,0.426,0,MORTGAGE,credit_card,8.67,0
A52304,610,59900.0,38100,48,6.2,0.408,0,RENT,credit_card,13.39,1
A52305,584,65900.0,8800,24,0.2,0.401,0,RENT,home_improvement,12.58,1
A52306,731,93800.0,40500,36,1.0,0.399,0,RENT,medical,8.35,0
A52307,569,48900.0,43700,12,2.3,0.46,1,OWN,debt_consolidation,13.0,0
A52308,753,76500.0,27000,12,3.1,0.693,0,RENT,debt_consolidation,4.59,1
A52309,693,26300.0,23600,36,10.7,0.545,0,RENT,home_improvement,7.57,0
A52310,652,87900.0,48300,36,13.6,0.415,1,MORTGAGE,debt_consolidation,11.41,1
A52311,706,81700.0,55400,24,5.6,0.514,0,MORTGAGE,small_business,10.52,0
A52312,676,62100.0,15700,36,5.3,0.367,0,MORTGAGE,home_improvement,10.39,0
A52313,672,32700.0,9000,12,5.2,0.278,0,RENT,home_improvement,11.81,0
A52314,789,41800.0,36700,36,7.8,0.834,0,MORTGAGE,home_improvement,9.34,0
A52315,711,32400.0,11200,24,0.7,0.147,2,RENT,major_purchase,4.43,0
A52316,707,45700.0,30500,24,6.5,0.255,0,RENT,small_business,8.45,0
A52317,610,32000.0,10900,36,4.1,0.399,0,MORTGAGE,credit_card,13.25,0
A52318,741,44200.0,27500,48,7.9,0.202,0,RENT,credit_card,7.2,0
A52319,727,45300.0,37200,12,2.4,0.391,1,RENT,debt_consolidation,8.29,0
A52320,636,85800.0,25100,24,0.5,0.541,0,MORTGAGE,debt_consolidation,10.69,0
A52321,641,,10700,24,7.5,0.484,1,MORTGAGE,small_business,11.42,0
A52322,758,109500.0,68600,60,7.0,0.345,0,RENT,credit_card,6.46,0
A52323,672,76300.0,10900,48,12.4,0.365,0,RENT,small_business,7.04,0
A52324,540,85200.0,24000,36,12.3,0.323,0,MORTGAGE,debt_consolidation,15.12,1
A52325,779,71700.0,12400,48,7.6,0.443,0,MORTGAGE,major_purchase,5.13,0
A52326,639,119800.0,19200,24,4.9,0.246,0,MORTGAGE,debt_consolidation,9.75,0
A52327,720,68600.0,20500,48,6.7,0.325,0,OWN,debt_consolidation,6.38,0
A52328,746,31500.0,7100,60,0.9,0.666,0,MORTGAGE,major_purchase,6.46,0
A52329,723,88000.0,60100,60,1.1,0.726,0,OWN,small_business,6.75,0
A52330,660,30300.0,4400,36,3.0,0.19,0,RENT,debt_consolidation,10.12,0
A52331,627,50600.0,29000,24,25.6,0.363,0,OWN,small_business,12.06,0
A52332,774,57700.0,11300,12,1.1,0.429,1,RENT,credit_card,9.29,0
A52333,576,103900.0,13700,48,2.2,0.185,1,MORTGAGE,credit_card,10.34,1
A52334,727,51900.0,17600,36,1.7,0.533,0,OWN,debt_consolidation,6.66,0
A52335,719,33900.0,21500,48,2.0,0.66,2,MORTGAGE,medical,9.15,0
A52336,686,45900.0,22200,24,5.1,0.214,0,OWN,major_purchase,9.39,0
A52337,623,34200.0,4400,36,4.0,0.333,0,RENT,credit_card,12.43,0
A52338,759,69400.0,17700,24,1.6,0.62,1,RENT,credit_card,8.38,1
A52339,712,42700.0,29200,36,0.3,0.866,1,RENT,small_business,4.0,1
A52340,660,68000.0,30000,12,3.9,0.514,0,OWN,credit_card,12.05,0
A52341,702,95600.0,66600,36,1.8,0.505,0,MORTGAGE,credit_card,10.37,0
A52342,599,49600.0,12600,48,10.2,0.09,0,MORTGAGE,major_purchase,14.39,0
A52343,573,77800.0,13000,48,1.1,0.45,2,MORTGAGE,credit_card,12.74,0
A52344,682,80400.0,35700,36,9.7,0.309,0,RENT,debt_consolidation,13.51,0
A52345,669,15000.0,5800,36,8.2,0.325,1,RENT,debt_consolidation,11.1,0
A52346,730,33200.0,14900,24,0.4,0.215,0,RENT,credit_card,9.05,0
A52347,719,,32100,24,8.9,0.454,1,MORTGAGE,debt_consolidation,7.61,0
A52348,607,28600.0,3000,36,5.7,0.21,0,RENT,home_improvement,9.94,0
A52349,716,70500.0,25500,36,7.3,0.485,0,RENT,debt_consolidation,9.59,0
A52350,684,26600.0,10300,24,1.0,0.419,0,RENT,medical,10.23,1
A52351,633,35100.0,27800,36,1.5,0.43,1,OWN,medical,10.08,0
A52352,718,52800.0,33100,60,1.4,0.609,1,RENT,debt_consolidation,8.66,0
A52353,697,25500.0,15000,36,0.9,0.638,2,MORTGAGE,credit_card,6.62,0
A52354,679,50600.0,34700,36,0.0,0.695,3,RENT,credit_card,8.55,1
A52355,617,,68400,24,0.7,0.429,0,RENT,credit_card,11.72,0
A52356,652,15200.0,8700,24,2.6,0.347,1,OWN,debt_consolidation,11.05,0
A52357,801,69800.0,58600,36,6.5,0.831,0,MORTGAGE,debt_consolidation,6.71,0
A52358,655,25600.0,4300,36,,0.258,0,RENT,debt_consolidation,11.16,0
A52359,615,27300.0,16800,48,0.5,0.682,0,MORTGAGE,credit_card,12.66,1
A52360,652,53500.0,22400,36,5.7,0.465,0,RENT,debt_consolidation,9.94,0
A52361,671,68000.0,8400,36,8.9,0.707,0,MORTGAGE,home_improvement,10.16,1
A52362,796,50100.0,44500,36,5.5,0.414,1,MORTGAGE,credit_card,8.45,0
A52363,591,,15000,36,1.6,0.42,1,RENT,debt_consolidation,12.49,0
A52364,636,54500.0,45800,24,3.1,0.742,0,MORTGAGE,debt_consolidation,12.56,1
A52365,777,42600.0,16800,48,12.9,0.27,0,RENT,debt_consolidation,7.87,0
A52366,719,58100.0,44100,24,2.4,0.47,0,RENT,debt_consolidation,10.29,0
A52367,640,46600.0,19600,48,7.5,0.28,1,OWN,debt_consolidation,9.76,1
A52368,571,59100.0,30200,12,0.8,0.591,0,MORTGAGE,home_improvement,10.99,1
A52369,621,72000.0,10600,60,1.3,0.381,0,RENT,debt_consolidation,12.88,1
A52370,780,150600.0,112000,24,2.0,0.296,0,RENT,credit_card,9.25,0
A52371,789,94300.0,12800,12,2.6,0.712,0,MORTGAGE,small_business,6.12,0
A52372,654,61500.0,34100,48,0.2,0.649,0,RENT,credit_card,8.4,0
A52373,737,39700.0,33400,48,0.3,0.3,0,OWN,debt_consolidation,7.29,0
A52374,688,141100.0,58500,48,5.1,0.197,0,RENT,credit_card,11.01,0
A52375,740,80100.0,50100,48,,0.68,0,RENT,small_business,10.17,0
A52376,646,44700.0,35500,12,3.9,0.359,0,RENT,major_purchase,10.21,1
A52377,718,62100.0,10100,24,,0.144,0,RENT,credit_card,7.17,0
A52378,660,27300.0,11700,24,0.9,0.408,0,MORTGAGE,debt_consolidation,8.7,0
A52379,693,,33700,12,1.5,0.655,1,RENT,medical,8.71,1
A52380,664,48400.0,40100,24,6.2,0.413,0,MORTGAGE,major_purchase,12.02,1
A52381,754,84200.0,15300,36,4.9,0.256,1,MORTGAGE,small_business,10.09,0
A52382,816,53600.0,38500,48,2.0,0.538,0,RENT,credit_card,7.75,0
A52383,591,62000.0,40000,60,9.0,0.651,0,RENT,debt_consolidation,11.04,1
A52384,724,103000.0,59200,36,1.2,0.55,1,RENT,medical,9.32,0
A52385,696,43000.0,38100,12,8.8,0.394,1,OWN,debt_consolidation,10.97,0
A52386,624,70800.0,12000,48,,0.393,0,MORTGAGE,small_business,14.13,0
A52387,778,55400.0,22900,48,2.1,0.433,0,RENT,credit_card,9.0,0
A52388,576,153800.0,34900,36,0.4,0.377,0,RENT,credit_card,12.06,1
A52389,569,58500.0,6200,36,14.0,0.207,0,RENT,home_improvement,11.37,0
A52390,729,112000.0,27600,12,5.3,0.331,0,RENT,debt_consolidation,8.85,0
A52391,619,31800.0,25000,60,5.9,0.563,1,MORTGAGE,small_business,10.62,0
A52392,650,50200.0,35000,12,4.0,0.513,0,MORTGAGE,credit_card,11.07,1
A52393,740,49000.0,13900,12,5.4,0.139,0,RENT,home_improvement,11.32,0
A52394,667,51200.0,29800,36,4.0,0.505,1,RENT,major_purchase,11.24,1
A52395,571,60300.0,37800,24,3.2,0.357,1,MORTGAGE,home_improvement,7.94,1
A52396,632,68300.0,39300,24,0.7,0.505,0,RENT,credit_card,8.06,0
A52397,674,41700.0,10000,24,1.8,0.35,0,OWN,major_purchase,8.43,0
A52398,537,60500.0,37600,36,3.9,0.621,0,MORTGAGE,debt_consolidation,15.45,1
A52399,599,149800.0,113100,48,1.7,0.465,1,MORTGAGE,debt_consolidation,10.05,1
A52400,759,62800.0,30900,36,8.1,0.307,0,MORTGAGE,major_purchase,7.64,0
A52401,676,26000.0,20600,12,1.2,0.549,0,RENT,debt_consolidation,10.13,0
A52402,780,60000.0,15800,36,5.1,0.22,0,RENT,debt_consolidation,8.97,0
A52403,692,49500.0,24300,36,,0.412,0,RENT,debt_consolidation,7.77,0
A52404,715,99700.0,67300,60,0.4,0.646,0,OWN,home_improvement,9.99,0
A52405,532,52600.0,24500,36,3.0,0.322,2,RENT,major_purchase,11.49,1
A52406,712,73400.0,36500,36,2.7,0.617,2,RENT,debt_consolidation,6.46,0
A52407,625,86000.0,23800,36,3.4,0.198,1,RENT,credit_card,10.37,0
A52408,616,47000.0,37300,36,6.0,0.812,1,RENT,home_improvement,11.4,1
A52409,767,236500.0,84100,36,1.9,0.389,0,RENT,credit_card,7.34,0
