OrderID,Date,Region,SalesRep,Product,Qty,Price,Total
20426,2023-05-05,East,Susan,Keyboard Light,5,12.0,60.0
20427,2023-02-06,East,Sarah,Gadget B,2,45.0,90.0
20428,2023-01-23,North,Robert,Keyboard Light,1,12.0,12.0
20429,2023-03-28,South,James,Desk Organizer,1,30.0,30.0
20430,2023-11-14,North,Robert,Wireless Mouse,1,15.0,15.0
20431,2023-05-28,West,Michael,Keyboard Light,2,12.0,24.0
20432,2023-09-24,East,Susan,Keyboard Light,1,12.0,12.0
20433,2023-04-30,East,Sarah,Gadget B,1,45.0,45.0
20434,2023-02-01,East,Susan,Desk Organizer,1,30.0,30.0
20435,2023-10-19,East,Sarah,Gadget B,1,45.0,45.0
20436,2023-07-16,West,Michael,Desk Organizer,2,30.0,60.0
20437,2023-11-04,East,Susan,Desk Organizer,3,30.0,90.0
20438,2023-07-08,West,David,Wireless Mouse,3,15.0,45.0
20439,2023-06-09,East,Sarah,Keyboard Light,1,12.0,12.0
20440,2023-12-16,East,Sarah,Desk Organizer,10,30.0,300.0
20441,2023-12-06,North,Robert,Wireless Mouse,2,15.0,30.0
20442,2023-06-08,West,Michael,Keyboard Light,2,12.0,24.0
20443,2023-05-18,East,Sarah,Desk Organizer,1,30.0,30.0
20444,2023-12-31,South,James,Gadget B,3,45.0,135.0
20445,2023-10-02,West,Michael,Keyboard Light,2,12.0,24.0
20446,2023-07-09,South,Patricia,Keyboard Light,5,12.0,60.0
20447,2023-02-26,North,Emma,Keyboard Light,1,12.0,12.0
20448,2023-01-28,North,Robert,Desk Organizer,2,30.0,60.0
20449,2023-07-04,East,Sarah,Keyboard Light,3,12.0,36.0
20450,2023-07-29,West,David,Widget A,2,25.0,50.0
20451,2023-04-01,South,James,Gadget B,5,45.0,225.0
20452,2023-07-02,West,Michael,Keyboard Light,3,12.0,36.0
20453,2023-10-25,South,Patricia,Desk Organizer,1,30.0,30.0
20454,2023-11-19,East,Sarah,Widget A,2,25.0,50.0
20455,2023-06-25,West,Michael,Wireless Mouse,3,15.0,45.0
20456,2023-03-11,North,Robert,Wireless Mouse,10,15.0,150.0
20457,2023-06-24,North,Emma,Keyboard Light,2,12.0,24.0
20458,2023-03-01,South,Patricia,Wireless Mouse,2,15.0,30.0
20459,2023-04-29,South,James,Gadget B,1,45.0,45.0
20460,2023-12-17,West,Michael,Widget A,2,25.0,50.0
20461,2023-02-18,North,Robert,Desk Organizer,5,30.0,150.0
20462,2023-08-28,East,Sarah,Wireless Mouse,10,15.0,150.0
20463,2023-02-23,North,Emma,Desk Organizer,1,30.0,30.0
20464,2023-02-06,South,James,Desk Organizer,3,30.0,90.0
20465,2023-09-29,North,Robert,Keyboard Light,3,12.0,36.0
20466,2023-05-15,West,David,Desk Organizer,1,30.0,30.0
20467,2023-03-23,South,Patricia,Wireless Mouse,5,15.0,75.0
20468,2023-01-11,North,Robert,Keyboard Light,1,12.0,12.0
20469,2023-06-28,East,John,Widget A,2,25.0,50.0
20470,2023-07-01,South,Patricia,Gadget B,2,45.0,90.0
20471,2023-01-24,West,Michael,Wireless Mouse,1,15.0,15.0
20472,2023-01-23,North,Emma,Wireless Mouse,1,15.0,15.0
20473,2023-02-26,East,Sarah,Wireless Mouse,2,15.0,30.0
20474,2023-11-11,East,Sarah,Gadget B,2,45.0,90.0
20475,2023-10-18,East,Sarah,Desk Organizer,1,30.0,30.0
20476,2023-03-24,North,Robert,Gadget B,2,45.0,90.0
20477,2023-07-06,East,Sarah,Wireless Mouse,2,15.0,30.0
20478,2023-11-12,East,John,Wireless Mouse,1,15.0,15.0
20479,2023-12-15,East,Susan,Desk Organizer,1,30.0,30.0
20480,2023-10-14,East,John,Gadget B,2,45.0,90.0
20481,2023-02-14,West,Michael,Gadget B,1,45.0,45.0
20482,2023-01-12,West,David,Wireless Mouse,1,15.0,15.0
20483,2023-10-05,South,Patricia,Wireless Mouse,2,15.0,30.0
20484,2023-04-19,North,Robert,Widget A,2,25.0,50.0
20485,2023-08-26,West,Michael,Wireless Mouse,1,15.0,15.0
20486,2023-12-19,North,Robert,Gadget B,1,45.0,45.0
20487,2023-02-17,East,Sarah,Wireless Mouse,5,15.0,75.0
20488,2023-11-14,West,Michael,Keyboard Light,3,12.0,36.0
20489,2023-08-04,East,John,Widget A,5,25.0,125.0
20490,2023-09-04,North,Emma,Widget A,1,25.0,25.0
20491,2023-04-18,West,Michael,Wireless Mouse,1,15.0,15.0
20492,2023-04-16,West,Michael,Wireless Mouse,2,15.0,30.0
20493,2023-08-27,South,James,Keyboard Light,2,12.0,24.0
20494,2023-10-15,East,John,Desk Organizer,1,30.0,30.0
20495,2023-03-06,East,Sarah,Keyboard Light,1,12.0,12.0
20496,2023-08-01,East,Susan,Gadget B,5,45.0,225.0
20497,2023-11-13,East,John,Keyboard Light,1,12.0,12.0
20498,2023-01-27,North,Robert,Gadget B,5,45.0,225.0
20499,2023-11-28,South,Patricia,Widget A,5,25.0,125.0
20500,2023-04-06,East,Sarah,Gadget B,3,45.0,135.0
20501,2023-05-24,West,David,Widget A,3,25.0,75.0
20502,2023-03-21,East,John,Wireless Mouse,1,15.0,15.0
20503,2023-04-03,East,John,Widget A,1,25.0,25.0
20504,2023-09-23,South,James,Widget A,3,25.0,75.0
20505,2023-12-29,North,Robert,Desk Organizer,1,30.0,30.0
20506,2023-09-07,West,Michael,Wireless Mouse,2,15.0,30.0
20507,2023-05-02,North,Emma,Keyboard Light,2,12.0,24.0
20508,2023-09-14,South,Patricia,Widget A,2,25.0,50.0
20509,2023-11-10,East,John,Widget A,1,25.0,25.0
20510,2023-02-15,West,David,Widget A,1,25.0,25.0
20511,2023-10-05,East,Susan,Desk Organizer,1,30.0,30.0
20512,2023-05-27,South,James,Desk Organizer,2,30.0,60.0
20513,2023-01-22,West,David,Desk Organizer,1,30.0,30.0
20514,2023-03-09,West,Michael,Widget A,2,25.0,50.0
20515,2023-07-02,East,Susan,Widget A,1,25.0,25.0
20516,2023-01-17,North,Robert,Widget A,2,25.0,50.0
20517,2023-09-07,North,Robert,Widget A,1,25.0,25.0
20518,2023-02-07,East,John,Gadget B,1,45.0,45.0
20519,2023-02-11,South,James,Wireless Mouse,2,15.0,30.0
20520,2023-05-16,South,James,Gadget B,1,45.0,45.0
20521,2023-08-16,East,Sarah,Gadget B,2,45.0,90.0
20522,2023-02-16,North,Robert,Widget A,2,25.0,50.0
20523,2023-09-21,West,Michael,Wireless Mouse,2,15.0,30.0
20524,2023-06-30,North,Emma,Wireless Mouse,1,15.0,15.0
20525,2023-01-31,East,Susan,Wireless Mouse,2,15.0,30.0
20526,2023-06-15,North,Robert,Gadget B,1,45.0,45.0
20527,2023-04-03,South,James,Desk Organizer,1,30.0,30.0
20528,2023-11-23,East,Sarah,Keyboard Light,2,12.0,24.0
20529,2023-10-30,West,David,Widget A,2,25.0,50.0
20530,2023-10-31,West,David,Gadget B,2,45.0,90.0
20531,2023-01-25,West,Michael,Wireless Mouse,1,15.0,15.0
20532,2023-10-13,West,David,Desk Organizer,2,30.0,60.0
20533,2023-06-17,East,Susan,Keyboard Light,3,12.0,36.0
20534,2023-04-19,East,Sarah,Widget A,1,25.0,25.0
20535,2023-11-11,West,Michael,Desk Organizer,10,30.0,300.0
20536,2023-11-13,West,David,Keyboard Light,5,12.0,60.0
20537,2023-11-17,West,David,Wireless Mouse,1,15.0,15.0
20538,2023-04-25,East,Susan,Desk Organizer,5,30.0,150.0
20539,2023-08-24,East,Susan,Desk Organizer,1,30.0,30.0
20540,2023-05-10,East,John,Keyboard Light,3,12.0,36.0
20541,2023-11-20,East,Sarah,Desk Organizer,1,30.0,30.0
20542,2023-06-07,West,David,Widget A,1,25.0,25.0
20543,2023-07-02,North,Robert,Gadget B,2,45.0,90.0
20544,2023-10-25,East,Susan,Gadget B,1,45.0,45.0
20545,2023-07-12,North,Emma,Gadget B,1,45.0,45.0
20546,2023-12-05,East,John,Desk Organizer,10,30.0,300.0
20547,2023-11-10,East,John,Keyboard Light,1,12.0,12.0
20548,2023-06-16,East,John,Widget A,2,25.0,50.0
20549,2023-02-27,West,David,Keyboard Light,2,12.0,24.0
20550,2023-05-12,North,Emma,Wireless Mouse,1,15.0,15.0
20551,2023-07-19,West,David,Wireless Mouse,5,15.0,75.0
20552,2023-05-14,North,Robert,Desk Organizer,2,30.0,60.0
20553,2023-10-20,East,Sarah,Keyboard Light,2,12.0,24.0
20554,2023-01-09,South,James,Gadget B,5,45.0,225.0
20555,2023-12-18,East,Sarah,Gadget B,2,45.0,90.0
20556,2023-05-05,East,Susan,Keyboard Light,1,12.0,12.0
20557,2023-01-04,North,Emma,Wireless Mouse,2,15.0,30.0
20558,2023-08-26,North,Robert,Wireless Mouse,5,15.0,75.0
20559,2023-04-28,South,James,Gadget B,3,45.0,135.0
20560,2023-09-04,South,Patricia,Wireless Mouse,1,15.0,15.0
20561,2023-05-03,East,Susan,Wireless Mouse,10,15.0,150.0
20562,2023-12-09,East,Susan,Gadget B,2,45.0,90.0
20563,2023-07-17,North,Emma,Desk Organizer,1,30.0,30.0
20564,2023-01-19,South,James,Wireless Mouse,3,15.0,45.0
20565,2023-03-28,East,Susan,Widget A,10,25.0,250.0
20566,2023-06-13,West,David,Gadget B,2,45.0,90.0
20567,2023-10-26,North,Emma,Keyboard Light,1,12.0,12.0
20568,2023-02-05,West,Michael,Desk Organizer,1,30.0,30.0
20569,2023-03-08,North,Emma,Desk Organizer,5,30.0,150.0
20570,2023-07-30,East,Susan,Widget A,5,25.0,125.0
20571,2023-06-25,East,Sarah,Widget A,5,25.0,125.0
20572,2023-03-17,North,Robert,Wireless Mouse,2,15.0,30.0
20573,2023-10-23,South,Patricia,Gadget B,1,45.0,45.0
20574,2023-06-26,North,Robert,Gadget B,1,45.0,45.0
20575,2023-07-29,North,Emma,Keyboard Light,5,12.0,60.0
20576,2023-03-12,West,Michael,Wireless Mouse,5,15.0,75.0
20577,2023-07-14,East,Sarah,Keyboard Light,2,12.0,24.0
20578,2023-01-13,North,Robert,Wireless Mouse,2,15.0,30.0
20579,2023-12-21,North,Robert,Widget A,2,25.0,50.0
20580,2023-04-10,South,James,Widget A,2,25.0,50.0
20581,2023-06-04,West,David,Desk Organizer,2,30.0,60.0
20582,2023-04-18,East,Sarah,Wireless Mouse,2,15.0,30.0
20583,2023-02-19,South,James,Gadget B,1,45.0,45.0
20584,2023-07-08,West,Michael,Desk Organizer,3,30.0,90.0
20585,2023-02-18,South,James,Keyboard Light,2,12.0,24.0
20586,2023-08-31,East,John,Gadget B,1,45.0,45.0
20587,2023-07-24,East,Sarah,Widget A,1,25.0,25.0
20588,2023-12-25,West,Michael,Desk Organizer,1,30.0,30.0
20589,2023-04-14,East,Sarah,Widget A,10,25.0,250.0
20590,2023-03-26,West,David,Gadget B,1,45.0,45.0
20591,2023-07-01,West,David,Desk Organizer,10,30.0,300.0
20592,2023-05-19,West,Michael,Desk Organizer,3,30.0,90.0
20593,2023-04-18,West,David,Widget A,1,25.0,25.0
20594,2023-12-10,North,Robert,Wireless Mouse,3,15.0,45.0
20595,2023-12-29,North,Emma,Wireless Mouse,10,15.0,150.0
20596,2023-10-23,South,James,Wireless Mouse,1,15.0,15.0
20597,2023-04-01,East,John,Desk Organizer,3,30.0,90.0
20598,2023-05-05,West,David,Gadget B,10,45.0,450.0
20599,2023-06-30,South,James,Gadget B,2,45.0,90.0
20600,2023-11-22,East,Sarah,Wireless Mouse,1,15.0,15.0
20601,2023-04-17,East,John,Widget A,1,25.0,25.0
20602,2023-07-26,West,Michael,Wireless Mouse,2,15.0,30.0
20603,2023-03-06,East,Sarah,Keyboard Light,10,12.0,120.0
20604,2023-06-08,South,Patricia,Desk Organizer,2,30.0,60.0
20605,2023-11-03,North,Emma,Desk Organizer,3,30.0,90.0
20606,2023-01-15,West,David,Keyboard Light,2,12.0,24.0
20607,2023-02-22,East,Susan,Wireless Mouse,2,15.0,30.0
20608,2023-01-01,West,Michael,Desk Organizer,5,30.0,150.0
20609,2023-01-25,East,Susan,Gadget B,1,45.0,45.0
20610,2023-06-26,North,Robert,Wireless Mouse,1,15.0,15.0
20611,2023-05-11,North,Robert,Keyboard Light,1,12.0,12.0
20612,2023-04-19,West,David,Keyboard Light,2,12.0,24.0
20613,2023-11-03,North,Robert,Keyboard Light,1,12.0,12.0
20614,2023-12-24,South,Patricia,Wireless Mouse,5,15.0,75.0
20615,2023-06-18,South,Patricia,Wireless Mouse,2,15.0,30.0
20616,2023-07-22,North,Emma,Wireless Mouse,1,15.0,15.0
20617,2023-12-11,South,Patricia,Keyboard Light,1,12.0,12.0
20618,2023-03-15,North,Robert,Widget A,2,25.0,50.0
20619,2023-01-12,South,James,Gadget B,1,45.0,45.0
20620,2023-05-12,South,James,Keyboard Light,1,12.0,12.0
20621,2023-01-16,East,John,Widget A,2,25.0,50.0
20622,2023-09-15,North,Emma,Wireless Mouse,3,15.0,45.0
20623,2023-01-01,North,Robert,Widget A,5,25.0,125.0
20624,2023-06-29,North,Robert,Gadget B,1,45.0,45.0
20625,2023-09-19,North,Robert,Keyboard Light,1,12.0,12.0
20626,2023-03-17,East,Susan,Widget A,1,25.0,25.0
20627,2023-10-12,North,Emma,Gadget B,3,45.0,135.0
20628,2023-10-03,North,Robert,Keyboard Light,1,12.0,12.0
20629,2023-01-20,West,David,Widget A,3,25.0,75.0
20630,2023-05-10,West,David,Keyboard Light,1,12.0,12.0
20631,2023-01-03,North,Emma,Keyboard Light,1,12.0,12.0
20632,2023-09-04,West,Michael,Keyboard Light,5,12.0,60.0
20633,2023-04-24,South,Patricia,Keyboard Light,1,12.0,12.0
20634,2023-01-14,South,James,Wireless Mouse,1,15.0,15.0
20635,2023-05-30,North,Emma,Desk Organizer,2,30.0,60.0
20636,2023-06-30,North,Emma,Keyboard Light,1,12.0,12.0
20637,2023-01-01,South,Patricia,Gadget B,5,45.0,225.0
20638,2023-05-09,West,Michael,Gadget B,2,45.0,90.0
20639,2023-05-11,South,Patricia,Wireless Mouse,3,15.0,45.0
20640,2023-01-05,West,Michael,Wireless Mouse,2,15.0,30.0
20641,2023-01-24,West,Michael,Widget A,2,25.0,50.0
20642,2023-10-21,East,Susan,Desk Organizer,1,30.0,30.0
20643,2023-01-25,West,Michael,Wireless Mouse,1,15.0,15.0
20644,2023-10-09,West,Michael,Gadget B,1,45.0,45.0
20645,2023-11-07,South,James,Wireless Mouse,1,15.0,15.0
20646,2023-05-07,East,John,Keyboard Light,5,12.0,60.0
20647,2023-08-01,West,Michael,Desk Organizer,1,30.0,30.0
20648,2023-01-02,East,John,Widget A,2,25.0,50.0
20649,2023-07-26,North,Emma,Desk Organizer,10,30.0,300.0
20650,2023-09-14,South,Patricia,Wireless Mouse,1,15.0,15.0
20651,2023-05-30,East,Sarah,Gadget B,2,45.0,90.0
20652,2023-09-24,South,James,Gadget B,2,45.0,90.0
20653,2023-01-07,South,James,Keyboard Light,3,12.0,36.0
20654,2023-07-28,East,John,Gadget B,2,45.0,90.0
20655,2023-04-08,East,Susan,Keyboard Light,2,12.0,24.0
20656,2023-02-27,East,John,Widget A,1,25.0,25.0
20657,2023-08-30,East,John,Keyboard Light,2,12.0,24.0
20658,2023-03-19,East,John,Desk Organizer,2,30.0,60.0
20659,2023-01-17,East,Sarah,Wireless Mouse,3,15.0,45.0
20660,2023-01-31,West,Michael,Keyboard Light,2,12.0,24.0
20661,2023-05-03,East,Sarah,Widget A,3,25.0,75.0
20662,2023-02-12,South,James,Gadget B,2,45.0,90.0
20663,2023-01-12,West,David,Wireless Mouse,2,15.0,30.0
20664,2023-11-13,East,John,Widget A,2,25.0,50.0
20665,2023-09-08,South,James,Desk Organizer,1,30.0,30.0
20666,2023-08-25,East,Sarah,Keyboard Light,1,12.0,12.0
20667,2023-05-23,East,Susan,Desk Organizer,3,30.0,90.0
20668,2023-08-13,West,David,Keyboard Light,5,12.0,60.0
20669,2023-05-20,East,John,Widget A,2,25.0,50.0
20670,2023-05-09,East,Sarah,Gadget B,3,45.0,135.0
20671,2023-12-25,South,James,Wireless Mouse,1,15.0,15.0
20672,2023-01-19,South,Patricia,Wireless Mouse,5,15.0,75.0
20673,2023-05-11,West,David,Gadget B,1,45.0,45.0
20674,2023-11-18,East,Susan,Desk Organizer,1,30.0,30.0
20675,2023-05-22,East,Sarah,Gadget B,2,45.0,90.0
20676,2023-03-29,West,Michael,Wireless Mouse,3,15.0,45.0
20677,2023-12-05,South,Patricia,Desk Organizer,2,30.0,60.0
20678,2023-06-16,West,David,Gadget B,10,45.0,450.0
20679,2023-06-11,West,David,Desk Organizer,3,30.0,90.0
20680,2023-09-08,North,Robert,Desk Organizer,5,30.0,150.0
20681,2023-10-30,North,Robert,Keyboard Light,1,12.0,12.0
20682,2023-07-04,East,Sarah,Keyboard Light,3,12.0,36.0
20683,2023-06-07,East,John,Widget A,5,25.0,125.0
20684,2023-09-27,West,Michael,Desk Organizer,3,30.0,90.0
20685,2023-08-05,West,David,Desk Organizer,2,30.0,60.0
20686,2023-06-25,North,Robert,Widget A,2,25.0,50.0
20687,2023-04-05,West,David,Desk Organizer,3,30.0,90.0
20688,2023-07-23,South,James,Widget A,10,25.0,250.0
20689,2023-03-21,East,Susan,Wireless Mouse,1,15.0,15.0
20690,2023-04-09,South,James,Gadget B,2,45.0,90.0
20691,2023-12-08,South,James,Gadget B,2,45.0,90.0
20692,2023-04-18,North,Robert,Widget A,1,25.0,25.0
20693,2023-03-30,West,Michael,Wireless Mouse,1,15.0,15.0
20694,2023-05-14,South,James,Gadget B,1,45.0,45.0
20695,2023-02-22,East,Sarah,Keyboard Light,2,12.0,24.0
20696,2023-10-24,East,Sarah,Gadget B,2,45.0,90.0
20697,2023-04-12,West,Michael,Widget A,2,25.0,50.0
20698,2023-07-24,East,John,Desk Organizer,1,30.0,30.0
20699,2023-11-21,East,Susan,Widget A,1,25.0,25.0
20700,2023-05-17,West,Michael,Desk Organizer,2,30.0,60.0
20701,2023-08-27,East,John,Desk Organizer,1,30.0,30.0
20702,2023-08-02,West,Michael,Gadget B,2,45.0,90.0
20703,2023-04-10,East,Sarah,Widget A,1,25.0,25.0
20704,2023-06-15,East,John,Desk Organizer,1,30.0,30.0
20705,2023-12-31,East,Susan,Widget A,2,25.0,50.0
20706,2023-12-19,South,Patricia,Wireless Mouse,2,15.0,30.0
20707,2023-05-27,East,Sarah,Keyboard Light,2,12.0,24.0
20708,2023-05-10,South,Patricia,Keyboard Light,1,12.0,12.0
20709,2023-10-14,South,Patricia,Gadget B,1,45.0,45.0
20710,2023-07-14,West,Michael,Keyboard Light,3,12.0,36.0
20711,2023-09-20,North,Emma,Desk Organizer,2,30.0,60.0
20712,2023-10-16,West,Michael,Keyboard Light,3,12.0,36.0
20713,2023-10-16,South,James,Wireless Mouse,2,15.0,30.0
20714,2023-05-13,South,Patricia,Desk Organizer,10,30.0,300.0
20715,2023-01-22,North,Robert,Desk Organizer,2,30.0,60.0
20716,2023-11-21,South,Patricia,Gadget B,1,45.0,45.0
20717,2023-10-01,North,Emma,Keyboard Light,1,12.0,12.0
20718,2023-11-09,South,Patricia,Wireless Mouse,1,15.0,15.0
20719,2023-11-02,East,John,Widget A,1,25.0,25.0
20720,2023-08-20,West,David,Keyboard Light,3,12.0,36.0
20721,2023-08-17,West,David,Keyboard Light,1,12.0,12.0
20722,2023-05-21,South,James,Widget A,1,25.0,25.0
20723,2023-06-25,North,Robert,Widget A,1,25.0,25.0
20724,2023-03-02,West,Michael,Gadget B,1,45.0,45.0
20725,2023-06-08,East,Sarah,Keyboard Light,1,12.0,12.0
20726,2023-08-17,South,Patricia,Widget A,2,25.0,50.0
20727,2023-03-30,West,David,Desk Organizer,3,30.0,90.0
20728,2023-11-02,East,Sarah,Wireless Mouse,1,15.0,15.0
20729,2023-11-26,East,Susan,Wireless Mouse,1,15.0,15.0
20730,2023-03-19,West,David,Keyboard Light,1,12.0,12.0
20731,2023-08-05,East,John,Gadget B,1,45.0,45.0
20732,2023-05-27,East,Susan,Widget A,1,25.0,25.0
20733,2023-06-22,East,Susan,Widget A,1,25.0,25.0
20734,2023-10-11,West,David,Wireless Mouse,2,15.0,30.0
20735,2023-02-23,North,Emma,Keyboard Light,1,12.0,12.0
20736,2023-06-04,North,Robert,Widget A,1,25.0,25.0
20737,2023-04-25,North,Robert,Desk Organizer,1,30.0,30.0
20738,2023-11-04,North,Emma,Keyboard Light,1,12.0,12.0
20739,2023-10-01,West,Michael,Wireless Mouse,2,15.0,30.0
20740,2023-02-28,North,Emma,Desk Organizer,1,30.0,30.0
20741,2023-06-24,North,Robert,Gadget B,2,45.0,90.0
20742,2023-05-06,North,Robert,Gadget B,1,45.0,45.0
20743,2023-10-10,East,John,Wireless Mouse,2,15.0,30.0
20744,2023-01-13,East,John,Keyboard Light,5,12.0,60.0
20745,2023-11-17,North,Emma,Wireless Mouse,2,15.0,30.0
20746,2023-12-02,West,David,Wireless Mouse,2,15.0,30.0
20747,2023-07-03,South,Patricia,Gadget B,2,45.0,90.0
20748,2023-10-04,East,Susan,Gadget B,3,45.0,135.0
20749,2023-08-18,East,Susan,Widget A,2,25.0,50.0
20750,2023-09-25,North,Robert,Desk Organizer,2,30.0,60.0
20751,2023-08-26,West,David,Wireless Mouse,1,15.0,15.0
20752,2023-01-15,South,Patricia,Gadget B,3,45.0,135.0
20753,2023-08-31,South,Patricia,Gadget B,10,45.0,450.0
20754,2023-01-11,East,Susan,Desk Organizer,10,30.0,300.0
20755,2023-06-15,East,John,Desk Organizer,1,30.0,30.0
20756,2023-09-27,South,James,Widget A,3,25.0,75.0
20757,2023-08-16,West,David,Keyboard Light,1,12.0,12.0
20758,2023-05-26,West,David,Widget A,5,25.0,125.0
20759,2023-07-27,South,Patricia,Gadget B,1,45.0,45.0
20760,2023-01-16,West,Michael,Widget A,1,25.0,25.0
20761,2023-09-29,East,Sarah,Wireless Mouse,2,15.0,30.0
20762,2023-03-10,West,Michael,Desk Organizer,2,30.0,60.0
20763,2023-11-25,South,Patricia,Wireless Mouse,5,15.0,75.0
20764,2023-10-10,North,Emma,Gadget B,1,45.0,45.0
20765,2023-08-19,East,Sarah,Gadget B,1,45.0,45.0
20766,2023-06-02,East,Sarah,Gadget B,1,45.0,45.0
20767,2023-05-31,North,Robert,Keyboard Light,2,12.0,24.0
20768,2023-05-08,West,Michael,Wireless Mouse,1,15.0,15.0
20769,2023-12-14,East,Sarah,Wireless Mouse,3,15.0,45.0
20770,2023-11-05,East,Susan,Keyboard Light,1,12.0,12.0
20771,2023-05-12,West,Michael,Widget A,3,25.0,75.0
20772,2023-07-09,West,David,Widget A,5,25.0,125.0
20773,2023-06-25,South,James,Keyboard Light,1,12.0,12.0
20774,2023-11-18,East,John,Widget A,2,25.0,50.0
20775,2023-06-22,West,David,Desk Organizer,1,30.0,30.0
20776,2023-10-05,East,John,Widget A,1,25.0,25.0
20777,2023-10-10,West,Michael,Widget A,3,25.0,75.0
20778,2023-10-14,West,David,Wireless Mouse,2,15.0,30.0
20779,2023-12-15,West,David,Keyboard Light,1,12.0,12.0
20780,2023-11-05,South,Patricia,Keyboard Light,5,12.0,60.0
20781,2023-08-21,North,Emma,Desk Organizer,2,30.0,60.0
20782,2023-07-01,North,Robert,Keyboard Light,5,12.0,60.0
20783,2023-09-08,East,Sarah,Wireless Mouse,1,15.0,15.0
20784,2023-12-27,East,Sarah,Desk Organizer,2,30.0,60.0
20785,2023-10-10,North,Robert,Desk Organizer,5,30.0,150.0
20786,2023-01-21,East,Sarah,Keyboard Light,2,12.0,24.0
20787,2023-02-28,East,John,Wireless Mouse,2,15.0,30.0
20788,2023-03-19,East,Sarah,Widget A,3,25.0,75.0
20789,2023-11-08,South,Patricia,Wireless Mouse,1,15.0,15.0
20790,2023-05-01,North,Emma,Gadget B,1,45.0,45.0
20791,2023-11-24,West,Michael,Wireless Mouse,3,15.0,45.0
20792,2023-11-05,West,Michael,Desk Organizer,1,30.0,30.0
20793,2023-03-07,East,John,Gadget B,1,45.0,45.0
20794,2023-07-03,West,Michael,Desk Organizer,10,30.0,300.0
20795,2023-07-07,North,Robert,Desk Organizer,2,30.0,60.0
20796,2023-04-17,South,Patricia,Gadget B,3,45.0,135.0
20797,2023-03-21,East,Susan,Desk Organizer,3,30.0,90.0
20798,2023-10-20,East,Sarah,Desk Organizer,2,30.0,60.0
20799,2023-08-31,South,Patricia,Desk Organizer,2,30.0,60.0
20800,2023-03-09,South,Patricia,Desk Organizer,2,30.0,60.0
20801,2023-07-25,East,John,Wireless Mouse,1,15.0,15.0
20802,2023-09-07,North,Emma,Wireless Mouse,2,15.0,30.0
20803,2023-10-01,West,Michael,Widget A,1,25.0,25.0
20804,2023-12-20,North,Robert,Keyboard Light,10,12.0,120.0
20805,2023-02-02,North,Emma,Keyboard Light,3,12.0,36.0
20806,2023-12-01,North,Emma,Widget A,2,25.0,50.0
20807,2023-11-26,East,Sarah,Wireless Mouse,3,15.0,45.0
20808,2023-02-20,North,Robert,Keyboard Light,2,12.0,24.0
20809,2023-05-18,East,Sarah,Desk Organizer,2,30.0,60.0
20810,2023-03-29,East,Sarah,Wireless Mouse,5,15.0,75.0
20811,2023-12-30,West,Michael,Wireless Mouse,3,15.0,45.0
20812,2023-05-13,East,Sarah,Gadget B,1,45.0,45.0
20813,2023-04-15,North,Emma,Widget A,1,25.0,25.0
20814,2023-06-14,West,David,Wireless Mouse,2,15.0,30.0
20815,2023-04-05,North,Robert,Gadget B,1,45.0,45.0
20816,2023-06-25,West,Michael,Desk Organizer,3,30.0,90.0
20817,2023-07-19,North,Emma,Desk Organizer,1,30.0,30.0
20818,2023-11-26,North,Emma,Widget A,1,25.0,25.0
20819,2023-09-30,South,James,Gadget B,2,45.0,90.0
20820,2023-12-26,South,James,Wireless Mouse,1,15.0,15.0
20821,2023-02-03,East,Susan,Desk Organizer,1,30.0,30.0
20822,2023-11-10,East,Susan,Wireless Mouse,5,15.0,75.0
20823,2023-08-01,West,David,Wireless Mouse,2,15.0,30.0
20824,2023-07-27,South,Patricia,Desk Organizer,3,30.0,90.0
20825,2023-06-01,West,Michael,Keyboard Light,10,12.0,120.0
20826,2023-05-27,North,Robert,Widget A,1,25.0,25.0
20827,2023-10-16,East,Sarah,Desk Organizer,5,30.0,150.0
20828,2023-09-18,North,Emma,Desk Organizer,2,30.0,60.0
20829,2023-11-18,North,Robert,Desk Organizer,3,30.0,90.0
20830,2023-08-14,East,Susan,Widget A,2,25.0,50.0
20831,2023-07-29,West,David,Desk Organizer,1,30.0,30.0
20832,2023-12-04,West,Michael,Gadget B,1,45.0,45.0
20833,2023-09-16,East,Susan,Wireless Mouse,5,15.0,75.0
20834,2023-01-21,West,David,Wireless Mouse,5,15.0,75.0
20835,2023-05-16,East,John,Wireless Mouse,1,15.0,15.0
20836,2023-11-14,East,Sarah,Keyboard Light,2,12.0,24.0
20837,2023-03-19,South,James,Wireless Mouse,1,15.0,15.0
20838,2023-10-31,West,Michael,Desk Organizer,1,30.0,30.0
20839,2023-11-01,East,Susan,Desk Organizer,2,30.0,60.0
20840,2023-01-26,South,Patricia,Desk Organizer,1,30.0,30.0
20841,2023-10-06,South,James,Gadget B,1,45.0,45.0
20842,2023-12-11,East,Sarah,Keyboard Light,1,12.0,12.0
20843,2023-11-13,South,James,Keyboard Light,5,12.0,60.0
20844,2023-12-29,North,Robert,Keyboard Light,10,12.0,120.0
20845,2023-01-12,North,Emma,Desk Organizer,10,30.0,300.0
20846,2023-07-28,East,Sarah,Keyboard Light,10,12.0,120.0
20847,2023-11-02,West,Michael,Gadget B,10,45.0,450.0
20848,2023-07-08,East,John,Desk Organizer,2,30.0,60.0
20849,2023-11-12,East,John,Widget A,1,25.0,25.0
