date,ticker,open,high,low,close,volume
2023-09-18,AAPL,187.41,192.05,186.09,186.96,36753994
2023-09-19,AAPL,186.96,189.23,182.71,188.65,73316365
2023-09-20,AAPL,188.65,194.79,188.26,194.59,51559360
2023-09-21,AAPL,194.59,203.34,188.66,200.62,46000818
2023-09-22,AAPL,200.62,201.84,200.26,200.3,58835308
2023-09-25,AAPL,200.3,200.32,196.88,198.16,49807861
2023-09-26,AAPL,198.16,202.75,196.84,201.81,62774671
2023-09-27,AAPL,201.81,201.89,198.77,199.02,52089800
2023-09-28,AAPL,199.02,201.68,198.33,200.25,70921257
2023-09-29,AAPL,200.25,200.89,192.44,197.64,34405099
2023-10-02,AAPL,197.64,209.21,194.01,208.44,60753180
2023-10-03,AAPL,208.44,208.87,206.28,207.74,29593811
2023-10-04,AAPL,207.74,210.69,203.13,203.34,52098301
2023-10-05,AAPL,203.34,206.07,200.79,201.15,38212791
2023-10-06,AAPL,201.15,206.69,199.22,203.8,32330639
2023-10-09,AAPL,203.8,213.8,203.08,212.45,57863334
2023-10-10,AAPL,212.45,218.99,210.74,217.25,66930456
2023-10-11,AAPL,217.25,217.87,216.59,217.43,52872153
2023-10-12,AAPL,217.43,219.06,213.48,213.66,63978991
2023-10-13,AAPL,213.66,216.01,213.54,216.01,59234458
2023-10-16,AAPL,216.01,224.79,214.71,222.28,57119504
2023-10-17,AAPL,222.28,226.98,217.83,218.49,50663648
2023-10-18,AAPL,218.49,220.56,212.81,220.52,30042958
2023-10-19,AAPL,220.52,220.81,213.15,214.37,36079839
2023-10-20,AAPL,214.37,214.61,207.1,207.76,36627195
2023-10-23,AAPL,207.76,211.37,205.44,209.94,58239857
2023-10-24,AAPL,209.94,214.31,205.09,206.23,53963694
2023-10-25,AAPL,206.23,212.2,201.77,208.67,55495462
2023-10-26,AAPL,208.67,214.6,208.04,214.13,71375604
2023-10-27,AAPL,214.13,214.9,207.7,208.01,59025113
2023-10-30,AAPL,208.01,213.17,207.03,211.0,70067854
2023-10-31,AAPL,211.0,212.28,209.81,210.04,75559663
2023-11-01,AAPL,210.04,213.19,208.36,208.9,62221574
2023-11-02,AAPL,208.9,211.39,208.44,211.33,73827959
2023-11-03,AAPL,211.33,212.84,204.21,206.24,58108969
2023-11-06,AAPL,206.24,213.5,199.03,211.75,34168494
2023-11-07,AAPL,211.75,212.23,203.82,205.59,61281529
2023-11-08,AAPL,205.59,205.61,203.6,204.78,45241692
2023-11-09,AAPL,204.78,205.64,201.8,205.09,72418532
2023-11-10,AAPL,205.09,220.54,202.33,213.21,47629732
2023-11-13,AAPL,213.21,214.39,213.13,213.73,50125079
2023-11-14,AAPL,213.73,214.96,204.95,206.5,42163925
2023-11-15,AAPL,206.5,209.67,205.46,205.96,65160788
2023-11-16,AAPL,205.96,213.11,205.42,212.11,53810551
2023-11-17,AAPL,212.11,214.99,210.54,214.42,57888283
2023-11-20,AAPL,214.42,216.42,213.59,216.28,46013473
2023-11-21,AAPL,216.28,223.14,214.29,220.35,55744365
2023-11-22,AAPL,220.35,221.29,213.07,216.69,64331191
2023-11-23,AAPL,216.69,222.5,216.16,221.09,47987331
2023-11-24,AAPL,221.09,222.24,214.59,217.28,49560160
2023-11-27,AAPL,217.28,226.41,213.49,223.92,43201323
2023-11-28,AAPL,223.92,225.9,222.97,223.33,47667884
2023-11-29,AAPL,223.33,228.75,221.23,228.21,14812665
2023-11-30,AAPL,228.21,233.55,226.86,232.94,34844350
2023-12-01,AAPL,232.94,235.83,226.47,229.58,68289694
2023-12-04,AAPL,229.58,230.76,226.75,229.55,52750308
2023-12-05,AAPL,229.55,229.76,228.43,229.72,66606579
2023-12-06,AAPL,229.72,230.48,227.71,228.62,47368080
2023-12-07,AAPL,228.62,234.9,226.15,228.56,55433937
2023-12-08,AAPL,228.56,233.49,226.98,232.53,34432388
2023-12-11,AAPL,232.53,236.44,231.44,236.17,50510242
2023-12-12,AAPL,236.17,236.32,230.19,235.44,45536705
2023-12-13,AAPL,235.44,243.14,235.16,240.49,39631161
2023-12-14,AAPL,240.49,242.1,237.89,238.95,35058740
2023-12-15,AAPL,238.95,244.15,237.24,240.04,73315121
2023-12-18,AAPL,240.04,250.28,238.23,248.44,64999938
2023-12-19,AAPL,248.44,249.35,241.36,244.21,48396260
2023-12-20,AAPL,244.21,252.12,243.09,244.39,49439454
2023-12-21,AAPL,244.39,245.33,238.1,244.39,41017603
2023-12-22,AAPL,244.39,255.97,243.99,250.58,47911829
2023-12-25,AAPL,250.58,255.38,249.8,253.73,46687796
2023-12-26,AAPL,253.73,264.71,248.22,262.69,52322932
2023-12-27,AAPL,262.69,267.14,257.0,262.78,72583804
2023-12-28,AAPL,262.78,269.18,261.6,266.88,46311676
2023-12-29,AAPL,266.88,269.12,265.6,268.01,63735915
2024-01-01,AAPL,268.01,268.5,262.3,263.2,59490932
2024-01-02,AAPL,263.2,264.66,258.48,263.4,49216764
2024-01-03,AAPL,263.4,273.0,262.26,270.59,64484633
2024-01-04,AAPL,270.59,288.31,269.72,278.93,48572428
2024-01-05,AAPL,278.93,286.89,272.89,285.12,79328239
2024-01-08,AAPL,285.12,285.56,284.28,285.5,33832447
2024-01-09,AAPL,285.5,296.34,285.32,291.85,60219859
2024-01-10,AAPL,291.85,292.97,289.04,289.72,31571538
2024-01-11,AAPL,289.72,292.65,286.51,290.17,60882310
2024-01-12,AAPL,290.17,307.49,289.01,297.52,52461780
2024-01-15,AAPL,297.52,297.69,289.39,289.45,66203723
2024-01-16,AAPL,289.45,292.42,284.64,286.07,42808844
2024-01-17,AAPL,286.07,286.11,280.14,281.43,51194501
2024-01-18,AAPL,281.43,287.09,277.46,285.45,29124362
2024-01-19,AAPL,285.45,291.77,279.28,286.34,68479165
2024-01-22,AAPL,286.34,294.42,285.53,292.78,41915555
2024-01-23,AAPL,292.78,292.86,291.65,292.09,41242812
2024-01-24,AAPL,292.09,306.95,286.84,294.12,57099184
2024-01-25,AAPL,294.12,296.58,290.57,292.72,54239064
2024-01-26,AAPL,292.72,293.03,287.65,288.71,66548027
2024-01-29,AAPL,288.71,294.17,288.1,292.73,37022529
2024-01-30,AAPL,292.73,298.58,287.63,289.63,53022474
2024-01-31,AAPL,289.63,291.47,279.56,280.32,46205700
2024-02-01,AAPL,280.32,285.97,279.36,285.47,46341890
2024-02-02,AAPL,285.47,293.16,279.19,292.87,63276155
2024-02-05,AAPL,292.87,300.07,291.15,297.46,61054154
2024-02-06,AAPL,297.46,305.25,289.27,302.35,42531648
2024-02-07,AAPL,302.35,306.14,281.07,292.7,12448700
2024-02-08,AAPL,292.7,299.89,290.49,291.0,59107198
2024-02-09,AAPL,291.0,297.56,289.99,296.66,47099548
2024-02-12,AAPL,296.66,303.69,295.9,296.69,52243422
2024-02-13,AAPL,296.69,298.66,277.35,282.52,50254698
2024-02-14,AAPL,282.52,283.07,282.4,282.64,54070291
2024-02-15,AAPL,282.64,287.57,279.51,285.51,39874714
2024-02-16,AAPL,285.51,289.29,284.24,285.85,51300317
2024-02-19,AAPL,285.85,295.9,284.1,293.51,50692910
2024-02-20,AAPL,293.51,297.37,291.41,296.55,29696794
2024-02-21,AAPL,296.55,301.17,289.06,291.09,48719743
2024-02-22,AAPL,291.09,308.42,288.44,302.95,52988163
2024-02-23,AAPL,302.95,304.27,298.06,298.15,37070602
2024-02-26,AAPL,298.15,302.33,288.8,292.37,44627228
2024-02-27,AAPL,292.37,294.34,288.6,289.26,37520034
2024-02-28,AAPL,289.26,291.31,289.24,290.94,40685427
2024-02-29,AAPL,290.94,291.26,278.45,281.04,57488961
2024-03-01,AAPL,281.04,281.25,273.65,275.03,76602125
2024-03-04,AAPL,275.03,286.52,273.39,278.18,30570307
2024-03-05,AAPL,278.18,279.77,277.69,279.37,49677047
2024-03-06,AAPL,279.37,288.1,277.95,287.27,39920505
2024-03-07,AAPL,287.27,301.08,285.43,297.94,47691248
2024-03-08,AAPL,297.94,301.05,289.05,294.52,34326312
2024-03-11,AAPL,294.52,307.71,288.43,305.5,53835514
2024-03-12,AAPL,305.5,306.82,300.6,300.61,28623279
2024-03-13,AAPL,300.61,307.24,293.0,305.32,35614703
2024-03-14,AAPL,305.32,308.32,304.58,304.93,45162264
2024-03-15,AAPL,304.93,305.41,296.12,302.86,49995797
2024-03-18,AAPL,302.86,311.93,302.21,311.66,58233975
2024-03-19,AAPL,311.66,312.41,305.92,307.96,37412898
2024-03-20,AAPL,307.96,311.59,305.04,310.71,77099911
2024-03-21,AAPL,310.71,324.29,302.73,323.67,61609539
2024-03-22,AAPL,323.67,325.69,316.52,316.65,28080162
2024-03-25,AAPL,316.65,324.05,316.26,320.01,42428882
2024-03-26,AAPL,320.01,320.21,311.71,315.77,52115133
2024-03-27,AAPL,315.77,322.56,311.62,320.89,49181926
2024-03-28,AAPL,320.89,322.96,307.95,314.8,79025126
2024-03-29,AAPL,314.8,315.41,312.76,315.28,37949564
2024-04-01,AAPL,315.28,327.35,315.25,323.21,56454420
2024-04-02,AAPL,323.21,325.2,321.27,324.68,42780397
2024-04-03,AAPL,324.68,331.78,323.19,328.78,42648304
2024-04-04,AAPL,328.78,334.49,326.44,333.34,32541868
2024-04-05,AAPL,333.34,333.47,325.96,327.74,55983214
2024-04-08,AAPL,327.74,335.8,320.7,329.58,42021763
2024-04-09,AAPL,329.58,337.84,329.21,330.95,57153217
2024-04-10,AAPL,330.95,348.3,329.9,340.5,58330741
2024-04-11,AAPL,340.5,342.6,326.86,328.71,73092669
2024-04-12,AAPL,328.71,332.12,327.84,330.79,54800242
2024-04-15,AAPL,330.79,334.83,319.5,330.93,44156247
2024-04-16,AAPL,330.93,350.33,329.68,342.9,53740220
2024-04-17,AAPL,342.9,346.45,332.22,340.73,58295253
2024-04-18,AAPL,340.73,340.95,331.76,332.35,72459333
2024-04-19,AAPL,332.35,335.14,328.83,335.09,57053729
2024-04-22,AAPL,335.09,356.87,331.68,331.78,64429613
2024-04-23,AAPL,331.78,341.32,320.37,323.25,42582025
2024-04-24,AAPL,323.25,326.13,322.61,325.96,48945114
2024-04-25,AAPL,325.96,341.06,317.34,319.52,46882620
2024-04-26,AAPL,319.52,320.81,313.21,316.49,40033802
2024-04-29,AAPL,316.49,318.98,309.61,309.72,34172643
2024-04-30,AAPL,309.72,313.75,308.49,312.33,76721446
2024-05-01,AAPL,312.33,314.06,307.47,308.02,38559040
2024-05-02,AAPL,308.02,321.55,307.74,319.98,63040613
2024-05-03,AAPL,319.98,320.07,317.8,319.26,56878439
2024-05-06,AAPL,319.26,334.65,317.85,331.13,45332877
2024-05-07,AAPL,331.13,334.6,327.32,332.57,54411099
2024-05-08,AAPL,332.57,334.59,326.59,328.26,57641076
2024-05-09,AAPL,328.26,329.54,318.11,319.98,49661077
2024-05-10,AAPL,319.98,322.65,312.97,315.39,76531282
2024-05-13,AAPL,315.39,320.59,313.27,313.34,69044702
2024-05-14,AAPL,313.34,322.19,313.19,317.12,48296413
2024-05-15,AAPL,317.12,321.94,310.69,321.35,53515268
2024-05-16,AAPL,321.35,326.22,319.31,324.97,31782139
2024-05-17,AAPL,324.97,326.79,318.94,320.73,26155232
2024-05-20,AAPL,320.73,334.39,319.8,333.53,68401685
2024-05-21,AAPL,333.53,336.73,333.26,334.96,46791591
2024-05-22,AAPL,334.96,338.1,321.39,321.92,39698109
2024-05-23,AAPL,321.92,325.68,313.9,314.22,43650101
2024-05-24,AAPL,314.22,316.53,311.63,315.97,41085606
2024-05-27,AAPL,315.97,318.45,308.86,311.45,46050357
2024-05-28,AAPL,311.45,317.56,295.87,298.59,58304529
2024-05-29,AAPL,298.59,303.02,285.31,292.93,91643981
2024-05-30,AAPL,292.93,294.51,287.04,289.44,51171958
2024-05-31,AAPL,289.44,292.06,286.19,286.3,64150694
2024-06-03,AAPL,286.3,286.51,276.05,278.75,35155893
2024-06-04,AAPL,278.75,279.1,266.81,271.9,41272350
2024-06-05,AAPL,271.9,278.81,267.54,269.27,50317186
2024-06-06,AAPL,269.27,270.09,262.72,263.23,36521001
2024-06-07,AAPL,263.23,264.78,257.22,259.91,29477307
2024-06-10,AAPL,259.91,259.96,255.1,256.06,43830863
2024-06-11,AAPL,256.06,256.56,248.0,252.9,66209479
2024-06-12,AAPL,252.9,268.28,251.0,260.82,84501035
2024-06-13,AAPL,260.82,261.83,250.88,252.55,51359031
2024-06-14,AAPL,252.55,254.91,244.48,244.81,83588618
2024-06-17,AAPL,244.81,250.28,244.74,246.85,59209623
2024-06-18,AAPL,246.85,250.5,245.67,250.46,62535520
2024-06-19,AAPL,250.46,250.8,244.62,245.2,37172815
2024-06-20,AAPL,245.2,247.6,244.54,246.74,52850593
2024-06-21,AAPL,246.74,248.44,245.06,248.35,22408845
2024-06-24,AAPL,248.35,249.38,248.27,248.37,62504697
2024-06-25,AAPL,248.37,249.6,242.27,242.99,52173075
2024-06-26,AAPL,242.99,243.73,239.06,241.4,53926570
2024-06-27,AAPL,241.4,246.48,240.54,242.02,69649486
2024-06-28,AAPL,242.02,244.48,239.87,240.43,49057477
2024-07-01,AAPL,240.43,243.65,234.85,241.82,26151685
2024-07-02,AAPL,241.82,242.77,240.6,242.08,12355977
2024-07-03,AAPL,242.08,249.16,240.72,246.41,70326325
2024-07-04,AAPL,246.41,246.5,241.14,242.68,66857995
2024-07-05,AAPL,242.68,251.51,240.97,251.39,69697373
2024-07-08,AAPL,251.39,252.16,249.07,249.64,31818415
2024-07-09,AAPL,249.64,258.03,248.21,257.48,45296768
2024-07-10,AAPL,257.48,266.37,255.32,264.6,31000418
2024-07-11,AAPL,264.6,264.97,264.5,264.74,55688743
2024-07-12,AAPL,264.74,267.47,260.2,264.07,43323827
2024-07-15,AAPL,264.07,268.03,261.23,261.35,87676270
2024-07-16,AAPL,261.35,266.94,259.13,259.32,47562492
2024-07-17,AAPL,259.32,260.92,247.11,249.16,49134483
2024-07-18,AAPL,249.16,253.78,248.88,253.47,49431633
2024-07-19,AAPL,253.47,256.25,249.99,255.18,71908504
2024-07-22,AAPL,255.18,257.21,255.07,255.49,60731984
2024-07-23,AAPL,255.49,256.56,246.66,253.54,49980552
2024-07-24,AAPL,253.54,260.81,249.7,257.65,63259249
2024-07-25,AAPL,257.65,262.53,256.91,261.44,66037635
2024-07-26,AAPL,261.44,265.84,258.53,258.65,33836238
2024-07-29,AAPL,258.65,258.9,256.13,256.59,53415734
2024-07-30,AAPL,256.59,261.55,256.04,261.23,56560133
2024-07-31,AAPL,261.23,263.33,257.35,257.7,82040379
2024-08-01,AAPL,257.7,258.88,246.58,247.27,42237198
2024-08-02,AAPL,247.27,251.62,246.66,249.42,36721452
2024-08-05,AAPL,249.42,253.6,248.66,252.04,51269817
2024-08-06,AAPL,252.04,258.04,251.43,256.66,42233921
2024-08-07,AAPL,256.66,264.36,256.47,261.64,55114875
2024-08-08,AAPL,261.64,268.47,247.84,267.31,41923011
2024-08-09,AAPL,267.31,272.41,261.43,271.07,46021216
2024-08-12,AAPL,271.07,272.76,265.72,265.81,12905904
2024-08-13,AAPL,265.81,270.57,264.88,269.92,29115458
2024-08-14,AAPL,269.92,272.72,259.65,261.16,65926876
2024-08-15,AAPL,261.16,263.33,256.51,257.28,60275793
2024-08-16,AAPL,257.28,257.57,247.44,251.73,42279278
2024-08-19,AAPL,251.73,254.64,247.88,251.15,58557997
2024-08-20,AAPL,251.15,259.31,250.27,254.06,58944742
2024-08-21,AAPL,254.06,254.3,250.95,251.91,45268022
2024-08-22,AAPL,251.91,255.49,250.36,255.05,61133834
2024-08-23,AAPL,255.05,263.95,251.66,260.55,43366421
2024-08-26,AAPL,260.55,270.71,259.0,267.88,51707252
2024-08-27,AAPL,267.88,271.12,262.76,264.82,69589261
2024-08-28,AAPL,264.82,265.52,256.07,256.88,38047279
2024-08-29,AAPL,256.88,267.47,253.34,261.82,49561496
2024-08-30,AAPL,261.82,268.93,252.71,253.54,24476300
2024-09-02,AAPL,253.54,255.01,243.51,245.36,39584616
2024-09-03,AAPL,245.36,246.19,230.16,240.78,56821678
2024-09-04,AAPL,240.78,241.24,239.32,239.95,40383779
2024-09-05,AAPL,239.95,244.8,239.43,241.56,49681585
2024-09-06,AAPL,241.56,247.16,241.13,243.1,34758203
2024-09-09,AAPL,243.1,246.82,243.02,246.12,35039957
2024-09-10,AAPL,246.12,246.91,238.12,241.37,39910815
2024-09-11,AAPL,241.37,242.39,235.24,235.7,64114268
2024-09-12,AAPL,235.7,240.64,228.15,228.72,54405562
2024-09-13,AAPL,228.72,232.82,224.6,225.28,73178759
2024-09-16,AAPL,225.28,227.29,223.2,224.5,43414012
2024-09-17,AAPL,224.5,228.29,218.81,225.37,40774989
2024-09-18,AAPL,225.37,230.16,225.31,229.62,21280854
2024-09-19,AAPL,229.62,242.05,229.14,241.43,57468905
2024-09-20,AAPL,241.43,244.71,238.97,242.49,23013882
2024-09-23,AAPL,242.49,247.32,240.95,246.02,43367048
2024-09-24,AAPL,246.02,246.12,241.62,243.3,30028178
2024-09-25,AAPL,243.3,245.55,239.79,244.78,74415752
2024-09-26,AAPL,244.78,245.34,242.0,244.25,41852315
2024-09-27,AAPL,244.25,253.52,243.6,252.24,55207080
2024-09-30,AAPL,252.24,252.95,240.48,241.63,49716381
2024-10-01,AAPL,241.63,248.17,241.15,247.94,77978200
2024-10-02,AAPL,247.94,250.86,246.88,247.94,47621293
2024-10-03,AAPL,247.94,251.48,242.94,249.44,48880925
2024-10-04,AAPL,249.44,254.91,247.34,250.13,37312321
2024-10-07,AAPL,250.13,253.97,244.46,246.86,63334611
2024-10-08,AAPL,246.86,250.96,243.33,245.75,37098894
2024-10-09,AAPL,245.75,260.96,243.96,255.32,31403087
2024-10-10,AAPL,255.32,259.66,253.35,259.02,33022792
2024-10-11,AAPL,259.02,261.82,251.57,252.27,70728758
2024-10-14,AAPL,252.27,257.35,251.99,253.51,66077232
2024-10-15,AAPL,253.51,256.63,249.41,251.31,43756129
2024-10-16,AAPL,251.31,258.29,249.39,257.11,40078592
2024-10-17,AAPL,257.11,259.98,254.31,256.01,66646823
2024-10-18,AAPL,256.01,256.74,254.98,255.62,63276529
2024-10-21,AAPL,255.62,256.79,252.77,253.06,33153872
2024-10-22,AAPL,253.06,254.89,247.81,253.81,51041324
2024-10-23,AAPL,253.81,257.79,242.13,246.71,44062106
2024-10-24,AAPL,246.71,250.87,245.95,250.02,53202192
2024-10-25,AAPL,250.02,254.04,247.34,247.88,60867797
2024-10-28,AAPL,247.88,256.64,241.22,252.55,58467298
2024-10-29,AAPL,252.55,261.1,252.53,254.71,22298787
2024-10-30,AAPL,254.71,255.9,249.3,249.48,55169440
2024-10-31,AAPL,249.48,259.28,247.83,255.86,33875300
2024-11-01,AAPL,255.86,260.72,245.68,246.11,38296571
2024-11-04,AAPL,246.11,250.64,241.5,242.15,56331620
2024-11-05,AAPL,242.15,247.42,232.58,236.72,43042026
2024-11-06,AAPL,236.72,241.17,228.32,234.49,49580726
2024-11-07,AAPL,234.49,241.25,232.25,235.38,39932781
2024-11-08,AAPL,235.38,237.92,217.51,225.44,53278429
2024-11-11,AAPL,225.44,226.21,221.88,225.88,83893857
2024-11-12,AAPL,225.88,232.82,225.65,232.03,41323611
2024-11-13,AAPL,232.03,234.91,228.74,234.61,79688159
2024-11-14,AAPL,234.61,235.9,231.72,232.24,22829217
2024-11-15,AAPL,232.24,232.63,228.2,228.79,50054329
2024-11-18,AAPL,228.79,229.95,221.03,222.95,39106352
2024-11-19,AAPL,222.95,224.74,217.95,221.71,48503298
2024-11-20,AAPL,221.71,221.76,220.55,220.99,46737123
2024-11-21,AAPL,220.99,223.11,218.34,219.34,22610892
2024-11-22,AAPL,219.34,227.55,218.37,225.69,34253495
2024-11-25,AAPL,225.69,226.62,220.47,220.63,27039476
2024-11-26,AAPL,220.63,227.78,220.48,223.0,34218067
2024-11-27,AAPL,223.0,229.93,219.04,226.65,39985958
2024-11-28,AAPL,226.65,228.18,223.69,225.77,72122921
2024-11-29,AAPL,225.77,228.48,223.14,227.16,25861617
2024-12-02,AAPL,227.16,228.73,225.93,227.84,48784839
2024-12-03,AAPL,227.84,228.19,216.08,224.39,45005366
2024-12-04,AAPL,224.39,225.45,220.56,220.82,45220316
2024-12-05,AAPL,220.82,222.27,217.62,219.66,51023122
2024-12-06,AAPL,219.66,219.83,214.47,217.93,71563201
2024-12-09,AAPL,217.93,218.67,213.16,214.6,58909446
2024-12-10,AAPL,214.6,215.36,210.13,214.65,43714797
2024-12-11,AAPL,214.65,214.95,212.31,212.55,29387052
2024-12-12,AAPL,212.55,217.01,212.2,216.19,41252870
2024-12-13,AAPL,216.19,217.61,215.78,216.43,44876639
2024-12-16,AAPL,216.43,218.58,209.72,210.49,36521197
2024-12-17,AAPL,210.49,215.58,208.69,211.75,49740739
2024-12-18,AAPL,211.75,216.61,198.63,202.58,46147640
2024-12-19,AAPL,202.58,203.38,199.62,200.6,39704823
2024-12-20,AAPL,200.6,200.72,197.47,198.48,50754775
2024-12-23,AAPL,198.48,200.54,198.43,199.29,54773802
2024-12-24,AAPL,199.29,200.45,197.92,200.11,40760938
2024-12-25,AAPL,200.11,201.11,191.48,194.87,47069017
2024-12-26,AAPL,194.87,196.88,191.68,194.0,27043439
2024-12-27,AAPL,194.0,195.14,188.2,188.3,65804172
2024-12-30,AAPL,188.3,194.52,187.33,194.39,30120604
2024-12-31,AAPL,194.39,200.99,181.89,187.37,40827934
2020-01-02,GOOGL,100.0,100.5,95.55,97.01,49314569
2020-01-03,GOOGL,97.01,98.29,93.54,94.29,31117542
2020-01-06,GOOGL,94.29,96.03,94.15,95.34,12249944
2020-01-07,GOOGL,95.34,104.62,95.12,100.31,15149988
2020-01-08,GOOGL,100.31,102.47,100.26,102.13,38191061
2020-01-09,GOOGL,102.13,104.42,101.96,104.23,54009785
2020-01-10,GOOGL,104.23,104.39,104.11,104.38,49913868
2020-01-13,GOOGL,104.38,105.06,101.16,102.19,63168064
2020-01-14,GOOGL,102.19,102.75,101.22,102.67,68010203
2020-01-15,GOOGL,102.67,107.14,102.66,107.09,50159531
2020-01-16,GOOGL,107.09,107.64,106.05,107.47,62954864
2020-01-17,GOOGL,107.47,109.92,105.9,108.66,53678691
2020-01-20,GOOGL,108.66,109.3,107.44,107.47,62487981
2020-01-21,GOOGL,107.47,109.94,107.27,107.66,40481514
2020-01-22,GOOGL,107.66,113.17,107.27,112.43,38359669
2020-01-23,GOOGL,112.43,112.87,111.39,111.41,70348024
2020-01-24,GOOGL,111.41,120.07,110.75,118.03,47777591
2020-01-27,GOOGL,118.03,118.56,117.63,118.41,46344994
2020-01-28,GOOGL,118.41,121.0,115.61,117.19,61228901
2020-01-29,GOOGL,117.19,120.75,115.84,119.68,39936429
2020-01-30,GOOGL,119.68,123.12,117.35,118.7,59428185
2020-01-31,GOOGL,118.7,122.24,118.07,122.15,53585612
2020-02-03,GOOGL,122.15,122.57,120.84,121.19,49054531
2020-02-04,GOOGL,121.19,123.67,120.83,123.07,42067969
2020-02-05,GOOGL,123.07,125.23,120.62,121.89,51754708
2020-02-06,GOOGL,121.89,122.35,120.88,121.1,46576542
2020-02-07,GOOGL,121.1,121.82,117.84,118.8,58152694
2020-02-10,GOOGL,118.8,122.52,118.58,121.84,60946578
2020-02-11,GOOGL,121.84,122.97,117.87,118.8,27057528
2020-02-12,GOOGL,118.8,118.86,109.03,110.06,40589905
2020-02-13,GOOGL,110.06,110.55,108.23,110.54,52126604
2020-02-14,GOOGL,110.54,111.72,108.56,111.43,62269681
2020-02-17,GOOGL,111.43,114.37,109.5,113.84,22684965
2020-02-18,GOOGL,113.84,114.31,110.06,111.79,32132136
2020-02-19,GOOGL,111.79,113.21,108.55,108.97,35048198
2020-02-20,GOOGL,108.97,111.19,108.43,110.96,55366211
2020-02-21,GOOGL,110.96,120.09,107.46,117.73,42094980
2020-02-24,GOOGL,117.73,118.4,114.94,116.23,50613789
2020-02-25,GOOGL,116.23,116.33,115.46,115.52,21651860
2020-02-26,GOOGL,115.52,116.64,114.66,114.8,50308966
2020-02-27,GOOGL,114.8,114.83,109.28,113.0,38752565
2020-02-28,GOOGL,113.0,114.71,112.8,112.96,39786846
2020-03-02,GOOGL,112.96,113.28,111.21,111.47,57492633
2020-03-03,GOOGL,111.47,114.78,109.77,110.03,53817173
2020-03-04,GOOGL,110.03,110.32,109.33,109.4,37352415
2020-03-05,GOOGL,109.4,112.25,108.66,112.24,59886034
2020-03-06,GOOGL,112.24,113.24,108.85,109.13,65239320
2020-03-09,GOOGL,109.13,110.75,106.48,110.17,40607890
2020-03-10,GOOGL,110.17,110.42,109.5,110.12,39121764
2020-03-11,GOOGL,110.12,110.14,104.22,105.01,57844969
2020-03-12,GOOGL,105.01,107.47,103.91,105.96,49297321
2020-03-13,GOOGL,105.96,108.34,100.2,101.26,8209199
2020-03-16,GOOGL,101.26,101.7,100.9,100.99,37188062
2020-03-17,GOOGL,100.99,101.37,96.84,99.96,61377208
2020-03-18,GOOGL,99.96,102.28,99.34,102.19,58945239
2020-03-19,GOOGL,102.19,105.96,102.12,104.16,58898332
2020-03-20,GOOGL,104.16,104.59,102.69,103.18,53966845
2020-03-23,GOOGL,103.18,105.57,103.05,104.83,43714270
2020-03-24,GOOGL,104.83,105.4,102.92,103.28,46896930
2020-03-25,GOOGL,103.28,106.95,102.34,105.35,42992706
2020-03-26,GOOGL,105.35,106.74,105.27,105.92,59427898
2020-03-27,GOOGL,105.92,107.45,104.13,104.53,42504857
2020-03-30,GOOGL,104.53,107.12,103.67,106.16,21179256
2020-03-31,GOOGL,106.16,107.25,105.33,106.07,52614452
2020-04-01,GOOGL,106.07,107.26,102.92,103.34,51038401
2020-04-02,GOOGL,103.34,105.55,103.3,104.4,37519677
2020-04-03,GOOGL,104.4,106.94,103.77,106.5,47053691
2020-04-06,GOOGL,106.5,107.52,105.84,106.98,40588636
2020-04-07,GOOGL,106.98,107.7,106.85,107.41,48088910
2020-04-08,GOOGL,107.41,107.47,106.64,106.99,26015795
2020-04-09,GOOGL,106.99,107.8,106.31,107.57,52802558
2020-04-10,GOOGL,107.57,107.6,106.75,107.24,47326284
2020-04-13,GOOGL,107.24,107.57,102.76,103.39,39650505
2020-04-14,GOOGL,103.39,105.12,101.06,102.48,67900863
2020-04-15,GOOGL,102.48,102.8,101.3,101.57,47978557
2020-04-16,GOOGL,101.57,101.58,98.28,99.16,64703835
2020-04-17,GOOGL,99.16,99.32,95.37,96.0,49954944
2020-04-20,GOOGL,96.0,98.24,94.8,96.33,33900699
2020-04-21,GOOGL,96.33,97.1,96.02,96.28,59434671
2020-04-22,GOOGL,96.28,96.44,95.62,96.28,51814928
2020-04-23,GOOGL,96.28,96.46,95.05,95.42,26023817
2020-04-24,GOOGL,95.42,95.64,92.65,94.89,42421502
2020-04-27,GOOGL,94.89,96.75,93.37,94.15,51089242
2020-04-28,GOOGL,94.15,94.17,89.04,91.73,28435040
2020-04-29,GOOGL,91.73,92.94,89.98,90.68,78533361
2020-04-30,GOOGL,90.68,91.45,87.05,87.8,19986027
2020-05-01,GOOGL,87.8,90.83,87.71,89.75,52236181
2020-05-04,GOOGL,89.75,91.9,88.06,89.23,55114866
2020-05-05,GOOGL,89.23,90.55,89.03,89.79,59348632
2020-05-06,GOOGL,89.79,89.91,87.18,87.49,77882151
2020-05-07,GOOGL,87.49,89.51,87.25,89.1,55322238
2020-05-08,GOOGL,89.1,89.34,88.07,88.49,32953715
2020-05-11,GOOGL,88.49,89.07,87.64,89.06,42888156
2020-05-12,GOOGL,89.06,89.2,84.71,87.11,29171675
2020-05-13,GOOGL,87.11,87.22,86.54,87.0,47870960
2020-05-14,GOOGL,87.0,87.74,83.88,84.43,54026426
